sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,0_10,"[0,10)",1,14,3899,45692,-29947.1193718
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,0_10,"[0,10)",2,14,3899,45692,24917.8240566
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,0_10,"[0,10)",3,14,3899,45692,-20664.1885715
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,10_15,"[10,15)",1,14,34865,943244,-631620.445133
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,10_15,"[10,15)",2,14,34865,943244,514318.824889
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,10_15,"[10,15)",3,14,34865,943244,-415397.383186
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,15_20,"[15,20)",1,14,80762,3842272,-2501663.14717
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,15_20,"[15,20)",2,14,80762,3842272,1962841.05834
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,15_20,"[15,20)",3,14,80762,3842272,-1520790.74691
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,20_25,"[20,25)",1,14,85086,6148390,-3617330.87835
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,20_25,"[20,25)",2,14,85086,6148390,2633788.91831
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,20_25,"[20,25)",3,14,85086,6148390,-1873185.7387
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,25_30,"[25,30)",1,14,58874,5906216,-2995524.28377
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,25_30,"[25,30)",2,14,58874,5906216,1966641.35476
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,25_30,"[25,30)",3,14,58874,5906216,-1248864.11516
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,30_35,"[30,35)",1,14,30890,3939604,-1662561.71983
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,30_35,"[30,35)",2,14,30890,3939604,941049.475685
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,30_35,"[30,35)",3,14,30890,3939604,-511794.010939
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,35_40,"[35,40)",1,14,12421,1977888,-690777.314405
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,35_40,"[35,40)",2,14,12421,1977888,338419.533988
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,35_40,"[35,40)",3,14,12421,1977888,-142258.156768
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,40_999,"[40,inf)",1,14,5703,1146764,-305530.068076
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,40_999,"[40,inf)",2,14,5703,1146764,111243.779278
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,standard,40_999,"[40,inf)",3,14,5703,1146764,-40700.9905219
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",1,14,3899,23134,-4447.48845681
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",2,14,3899,23134,2083.28588647
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",3,14,3899,23134,-966.619597164
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",1,14,34865,488682,-109477.036222
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",2,14,34865,488682,50803.6893354
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",3,14,34865,488682,-20225.8152211
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",1,14,80762,2266604,-546653.554907
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",2,14,80762,2266604,265159.307219
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",3,14,80762,2266604,-117664.840859
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",1,14,85086,4440542,-1031425.05352
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",2,14,85086,4440542,505028.412567
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",3,14,85086,4440542,-229643.463549
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",1,14,58874,5174430,-1046515.82815
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",2,14,58874,5174430,490128.291598
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",3,14,58874,5174430,-212578.970499
