axis,multiplicity_bin,data_v22,data_v22_err,data_v22_gap,data_v22_gap_err,data_gap_over_inclusive,data_gap_over_inclusive_err,mc_v22,mc_v22_err,mc_v22_gap,mc_v22_gap_err,mc_gap_over_inclusive,mc_gap_over_inclusive_err,data_over_mc_v22,data_over_mc_v22_err,data_over_mc_v22_gap,data_over_mc_v22_gap_err
thrust,0_10,0.3367215812,0.00159233347,0.2543164754,0.002356790986,0.7552722772,0.004105807658,0.3416780557,0.001938489142,0.2567604227,0.002755132783,0.7514688708,0.006029176738,0.9854937289,0.007278703023,0.9904816044,0.01404323142
thrust,10_15,0.3647387118,0.0002727857157,0.2583451168,0.0006738644387,0.7083018843,0.001474626202,0.3697460193,0.0008824768038,0.2554776452,0.000945191446,0.6909544171,0.001488243105,0.9864574404,0.002467274408,1.011223963,0.004577561253
thrust,15_20,0.3982904839,0.0004000346245,0.2546348635,0.0007442171806,0.6393194763,0.001385974422,0.4038380879,0.0005744860261,0.2546358618,0.001105937216,0.6305394897,0.00205279845,0.9862628014,0.001717476686,0.9999960796,0.005235011482
thrust,20_25,0.4173429218,0.0003454270947,0.2399581132,0.0006140922513,0.5749662944,0.001255844503,0.4191647485,0.0005767513161,0.234518442,0.001238125304,0.5594898971,0.002573206379,0.9956536739,0.001598731419,1.023195068,0.006003093019
thrust,25_30,0.4201123265,0.0005520710996,0.2179922648,0.001096943595,0.5188904278,0.002438514416,0.4197089718,0.001240855941,0.2150929554,0.003148681027,0.512481195,0.00649601155,1.000961034,0.003238471454,1.013479332,0.01568808498
thrust,30_35,0.4107354378,0.002262147369,0.1968553691,0.005159743068,0.4792753462,0.01052040765,0.407710165,0.003512120616,0.1926816505,0.01086105901,0.4725946692,0.0243510624,1.007420155,0.01030027812,1.021661215,0.06351041955
thrust,35_40,0.3990264888,0.008039780858,0.1712325809,0.01664766395,0.4291258492,0.03458928032,0.4026238402,0.01364775686,0.2042032493,0.0329571666,0.507181217,0.06835392315,0.9910652301,0.03908079484,0.8385399424,0.1579935267
thrust,40_999,0.424158447,0.02746746138,0.2980363133,0.04625507004,0.7026532547,0.08261588125,0.3124884891,0.1307904729,0,0,0,0,1.357357029,0.5748745929,0,0
