axis,multiplicity_bin,hV2_2,hV2_2_err,hV2_4,hV2_4_err,hV2_6,hV2_6_err,hV2_8,hV2_8_err
beam,0_10,0.7945179758,0.003721785251,0.7855757413,0.004988056432,0.7847354191,0.005121290964,0.7845892913,0.005138746899
beam,10_15,0.7752009102,0.002261826574,0.7603611587,0.003294743298,0.7589624321,0.003432745605,0.7587385178,0.003456693282
beam,15_20,0.7351974786,0.00112347496,0.7116778573,0.001772783096,0.7092926274,0.001863059333,0.7089064039,0.001878889605
beam,20_25,0.6779828886,0.0008455831107,0.6391366281,0.00143983639,0.6348236551,0.001563499033,0.6340803679,0.001591777525
beam,25_30,0.6137400924,0.001296933916,0.5546785557,0.002611040049,0.5474351729,0.002911711245,0.546067502,0.002986737474
beam,30_35,0.5427760472,0.005358076547,0.4507112284,0.01054972763,0.4331635557,0.01349936131,0.4279144806,0.01503850552
beam,35_40,0.4871251449,0.007039790073,0.3689672395,0.01709843389,0.3393538934,0.0283756892,0.3260572327,0.03946175025
beam,40_999,0.446732006,0.008278823249,0.3040288794,0.02456901154,0,0,0,0
