axis,multiplicity_bin,hV2TwoSub_2,hV2TwoSub_2_err,hV2TwoSub_4,hV2TwoSub_4_err,hV2TwoSub_6,hV2TwoSub_6_err,hV2TwoSub_8,hV2TwoSub_8_err
beam,0_10,0.8301531787,0.0007810654802,0.822790342,0.0008912026884,0.8223310223,0.0009272075985,0.8222447783,0.0009374064316
beam,10_15,0.7971545856,0.0002289287454,0.7844744605,0.0002424239957,0.7835748975,0.0002584216094,0.7834349726,0.0002618684182
beam,15_20,0.7413378151,0.0002493988626,0.7158992109,0.0003902881336,0.7136805887,0.00042416689,0.7133437699,0.0004317912782
beam,20_25,0.6685763908,0.0004648197468,0.6250955489,0.000714424719,0.6209942489,0.0007983177245,0.6203670696,0.000815006321
beam,25_30,0.5913042281,0.001125052004,0.5276813862,0.001975571488,0.5212988807,0.002233576385,0.5204676633,0.002336343884
beam,30_35,0.5173184407,0.002624376508,0.4365498256,0.005653148841,0.4257725288,0.007567403332,0.4228706404,0.008404542654
beam,35_40,0.4629281266,0.008234295241,0.3838640739,0.02044052633,0.3882471592,0.02647261838,0.395547982,0.02584746045
beam,40_999,0.3937678189,0.04575190633,0.3588614299,0.04675983545,0.3671626424,0.05719439162,0.3789308382,0.04804181033
