axis,multiplicity_bin,data_v22,data_v22_err,data_v22_gap,data_v22_gap_err,data_gap_over_inclusive,data_gap_over_inclusive_err,mc_v22,mc_v22_err,mc_v22_gap,mc_v22_gap_err,mc_gap_over_inclusive,mc_gap_over_inclusive_err,data_over_mc_v22,data_over_mc_v22_err,data_over_mc_v22_gap,data_over_mc_v22_gap_err,mc_over_data_v22,mc_over_data_v22_err,mc_over_data_v22_gap,mc_over_data_v22_gap_err
thrust,0_10,0.2719364248,0.0007992006486,0.1587111107,0.001353967082,0.5836331445,0.004289594456,0.2749016954,0.0007607127212,0.1610920124,0.001954676571,0.5859986136,0.006456217094,0.989213342,0.003993135734,0.9852202376,0.01461351314,1.010904279,0.004080695061,1.015001481,0.0150552505
thrust,10_15,0.3130635155,0.0002530444936,0.1576886772,0.0007602636648,0.5036954783,0.002203120269,0.317751664,0.0002378684194,0.1610807523,0.0006558207521,0.5069391307,0.001864054899,0.9852458728,0.001085436976,0.9789417725,0.006177503637,1.014975071,0.00111818938,1.021511216,0.006446133393
thrust,15_20,0.35726431,0.0001907275014,0.1589666673,0.000618619536,0.4449553532,0.001610718727,0.3630251061,0.0001900615297,0.1610035163,0.000719042394,0.4435051836,0.00190619658,0.984131136,0.0007358678852,0.9873490398,0.005848657965,1.016124745,0.0007597905808,1.012813058,0.005999496548
thrust,20_25,0.3790822666,0.0003781983533,0.1489694246,0.0009072090417,0.392973868,0.002076850664,0.3867679739,0.0003015283369,0.1525460782,0.001125024248,0.3944123828,0.002757771711,0.9801283771,0.001240988987,0.9765536184,0.009340122559,1.02027451,0.001291819991,1.024009313,0.0097940065
thrust,25_30,0.3781076982,0.0004742327959,0.1334398298,0.002171617335,0.3529148717,0.005486521837,0.3877559861,0.0004362171958,0.1388426477,0.002060930254,0.3580670645,0.005246951302,0.9751176301,0.001642910203,0.9610867556,0.02116968932,1.025517301,0.001727825223,1.040488795,0.0229186641
thrust,30_35,0.3637006485,0.001056019119,0.1135565677,0.007503213463,0.312225365,0.02001172194,0.3763124253,0.001399013312,0.1241588032,0.00766059546,0.3299354337,0.01966130871,0.966485888,0.004559085798,0.9146074606,0.08268349988,1.034676256,0.00488075189,1.093365234,0.09884378607
thrust,35_40,0.3493898866,0.003557695782,0.135470969,0.01840500193,0.3877358051,0.05016646375,0.351580199,0.003807821314,0.09494032867,0.0318440533,0.2700388957,0.08944386775,0.9937700916,0.01477301814,1.426906467,0.516371547,1.006268963,0.01495882174,0.7008167831,0.2536128714
thrust,40_999,0.3170923391,0.02537034844,0,0,0,0,0.3224601913,0.02426141631,0,0,0,0,0.9833534423,0.1080003435,0,0,1.016928357,0.1116878297,0,0
