axis,multiplicity_bin,hV2TwoSub_2,hV2TwoSub_2_err,hV2TwoSub_4,hV2TwoSub_4_err,hV2TwoSub_6,hV2TwoSub_6_err,hV2TwoSub_8,hV2TwoSub_8_err
thrust,0_10,0.2115712248,0.004278587389,0,0,0.350305815,0.0570317208,0.4185745045,0.0298123765
thrust,10_15,0.2161948755,0.001405096123,0,0,0.2524678393,0.03804421755,0.3018198305,0.03651458211
thrust,15_20,0.2282042644,0.001380152876,0,0,0,0,0.2801166077,0.0245412816
thrust,20_25,0.2223280324,0.001489516661,0,0,0,0,0,0
thrust,25_30,0.2193494472,0.003439102829,0,0,0,0,0.2745062667,0.02952245232
thrust,30_35,0.2137878457,0.009578040718,0.2124019873,0.09054642403,0.2603813799,0.09561889318,0,0
thrust,35_40,0.2277908567,0.03637852009,0,0,0,0,0,0
thrust,40_999,0,0,0,0,0,0,0.3195598913,0.1228335073
