axis,multiplicity_bin,hV2_2,hV2_2_err,hV2_4,hV2_4_err,hV2_6,hV2_6_err,hV2_8,hV2_8_err
beam,0_10,0.8249671865,0.000688263179,0.8202813121,0.0006953353255,0.8200020822,0.0006986753622,0.8199704077,0.0006989121104
beam,10_15,0.7921894536,0.0002512274462,0.7817021596,0.000269531977,0.7808520394,0.0002680515869,0.780719454,0.0002682161888
beam,15_20,0.7413477387,0.0002470225263,0.7198769485,0.0002984362992,0.7178147594,0.0003132963978,0.7174874976,0.0003162173169
beam,20_25,0.6780414307,0.0006504367154,0.6410104773,0.0007518374269,0.6370796534,0.0007658759733,0.6364235534,0.0007696958326
beam,25_30,0.6119657761,0.001203687178,0.5587690463,0.001493424851,0.5527043181,0.001548891119,0.5516259788,0.001561394212
beam,30_35,0.5460215855,0.003921716662,0.4771209774,0.004490504836,0.4692027432,0.00456171951,0.4677482635,0.004560893547
beam,35_40,0.4927144762,0.01219492464,0.419245547,0.01405005136,0.4122407738,0.0150459559,0.4117087373,0.01525400314
beam,40_999,0.4789929295,0.03129046943,0.4886170641,0.03190570973,0.4880976429,0.0317695024,0.4880663517,0.03174504941
