axis,multiplicity_bin,hV2_2,hV2_2_err,hV2_4,hV2_4_err,hV2_6,hV2_6_err,hV2_8,hV2_8_err
beam,0_10,0.8120757921,0.0003863284417,0.8077839829,0.0003939419825,0.8075182254,0.0004027408172,0.8074786477,0.0004026521095
beam,10_15,0.7834258143,0.0001754884203,0.7720389415,0.0002278567118,0.7710686558,0.0002331937782,0.7709169276,0.0002340690516
beam,15_20,0.7396451663,0.0001919254261,0.7182771759,0.0002471683469,0.7162174828,0.0002520688277,0.7158900008,0.0002533202072
beam,20_25,0.6807774064,0.0001713686776,0.6449086246,0.0002537435928,0.6410835904,0.0002739807389,0.6404439942,0.000278014987
beam,25_30,0.6181379239,0.0005059110007,0.5662461928,0.0006360228902,0.5601622184,0.0006847190737,0.5590525414,0.0006964299988
beam,30_35,0.5620106638,0.001568389044,0.4952338446,0.002175929234,0.4868770072,0.002286752401,0.4852474134,0.002314883496
beam,35_40,0.5123917966,0.007698249117,0.4384082696,0.01022017076,0.4261999991,0.01099725173,0.4232589285,0.01132392562
beam,40_999,0.5174492033,0.02548508685,0.4490735099,0.04255278332,0.4344862823,0.05177088245,0.4301746497,0.05695596028
