axis,multiplicity_bin,hV2_2,hV2_2_err,hV2_4,hV2_4_err,hV2_6,hV2_6_err,hV2_8,hV2_8_err
thrust,0_10,0.4864955519,0.02614882662,0,0,0,0,0,0
thrust,10_15,0.4581661248,0.020855476,0,0,0,0,0.4071142569,0.02130413644
thrust,15_20,0.4556030601,0.01431898694,0,0,0,0,0.2873024215,0.1189383294
thrust,20_25,0.4515431299,0.008819975731,0,0,0,0,0,0
thrust,25_30,0.4428166284,0.004787975014,0.2898332801,0.0058977569,0,0,0,0
thrust,30_35,0.4327466406,0.006382620983,0.3048147946,0.01137865954,0.2585023752,0.02513101917,0,0
thrust,35_40,0.4193365753,0.006309387185,0.3225621395,0.01211768183,0.3039027739,0.01139212358,0.3003657526,0.01267143038
thrust,40_999,0.4165099869,0.0109379928,0.3089955056,0.01128944132,0.2417138924,0.08894714457,0,0
