axis,multiplicity_bin,hV2TwoSub_2,hV2TwoSub_2_err,hV2TwoSub_4,hV2TwoSub_4_err,hV2TwoSub_6,hV2TwoSub_6_err,hV2TwoSub_8,hV2TwoSub_8_err
thrust,0_10,0.1601923068,0.005312538654,0,0,0.3868744858,0.06184985482,0,0
thrust,10_15,0.1776877587,0.002681281623,0,0,0.3140439381,0.02572527954,0.3226796434,0.0507336501
thrust,15_20,0.1955029162,0.00152997904,0,0,0,0,0,0
thrust,20_25,0.1975858712,0.001830858179,0,0,0,0,0,0
thrust,25_30,0.1963142661,0.003474320844,0,0,0,0,0.2845790064,0.02356716288
thrust,30_35,0.1878124086,0.009386130653,0.2226134037,0.04503832503,0.2533412071,0.03568872109,0,0
thrust,35_40,0.2047128027,0.02402284218,0,0,0,0,0,0
thrust,40_999,0,0,0,0,0,0,0,0
