sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",1,5,9,224,34.8512649835
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",2,5,9,224,0.393874460835
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",3,5,9,224,-48.253767167
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",1,5,895,37984,-3138.06583748
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",2,5,895,37984,866.640445299
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",3,5,895,37984,-1138.11142881
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",1,5,12467,922132,-65625.6785923
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",2,5,12467,922132,-6085.82693085
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",3,5,12467,922132,-23782.1721211
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",1,5,53735,6117020,-396498.455886
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",2,5,53735,6117020,27575.9481991
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",3,5,53735,6117020,-142431.353996
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",1,5,93528,15313496,-887575.051771
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",2,5,93528,15313496,75631.6841524
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",3,5,93528,15313496,-320907.628087
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",1,5,83788,18705752,-1008477.68183
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",2,5,83788,18705752,201737.163503
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",3,5,83788,18705752,-332956.05678
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",1,5,45793,13431748,-640287.104596
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",2,5,45793,13431748,235761.179177
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",3,5,45793,13431748,-200697.255505
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",1,5,22285,8839132,-349598.645697
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",2,5,22285,8839132,159615.587423
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",3,5,22285,8839132,-81390.9402164
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,5,83788,18705752,-1008477.68183
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,5,83788,18705752,201737.163503
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,5,83788,18705752,-332956.05678
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,5,45793,13431748,-640287.104596
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,5,45793,13431748,235761.179177
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,5,45793,13431748,-200697.255505
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,5,16845,6256558,-259258.321854
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,5,16845,6256558,97128.2859529
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,5,16845,6256558,-67765.3587323
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,5,4465,2033126,-72695.1130318
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,5,4465,2033126,49330.2052035
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,5,4465,2033126,-11445.6032753
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,5,975,549448,-17645.2108114
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,5,975,549448,13157.0962664
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,5,975,549448,-2179.97820878
