sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",1,5,14,258,-49.9029198286
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",2,5,14,258,-47.6285952809
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",3,5,14,258,-7.41643851035
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",1,5,843,35074,-2683.31173462
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",2,5,843,35074,129.84945837
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",3,5,843,35074,-825.036551667
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",1,5,12442,919498,-64839.2452764
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",2,5,12442,919498,1354.92210976
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",3,5,12442,919498,-20921.6855564
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",1,5,53329,6051468,-388115.829277
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",2,5,53329,6051468,-2959.3942085
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",3,5,53329,6051468,-127959.93236
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",1,5,93456,15336798,-899382.603988
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",2,5,93456,15336798,33914.0796637
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",3,5,93456,15336798,-305570.41549
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",1,5,84418,18885522,-1006622.5327
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",2,5,84418,18885522,159809.981267
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",3,5,84418,18885522,-324760.717927
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",1,5,45754,13430062,-650071.595585
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",2,5,45754,13430062,182015.060903
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",3,5,45754,13430062,-197522.823446
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",1,5,22244,8823760,-346175.574795
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",2,5,22244,8823760,168395.695626
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",3,5,22244,8823760,-99967.6334154
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,5,84418,18885522,-1006622.5327
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,5,84418,18885522,159809.981267
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,5,84418,18885522,-324760.717927
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,5,45754,13430062,-650071.595585
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,5,45754,13430062,182015.060903
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,5,45754,13430062,-197522.823446
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,5,16961,6286146,-263468.266896
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,5,16961,6286146,126565.174188
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,5,16961,6286146,-78596.7559168
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,5,4299,1973094,-66906.4178574
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,5,4299,1973094,33946.7243509
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,5,4299,1973094,-14470.169887
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,5,984,564520,-15800.8900418
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,5,984,564520,7883.79708648
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,5,984,564520,-6900.70761165
