sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",1,1,5,120,-10.1169621269
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",2,1,5,120,-17.5021361641
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",3,1,5,120,1.37074042463
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",1,1,796,34244,-3268.33990309
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",2,1,796,34244,-130.865894616
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",3,1,796,34244,-1205.59339573
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",1,1,12567,933574,-67132.1758743
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",2,1,12567,933574,-8793.54288524
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",3,1,12567,933574,-22362.6716219
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",1,1,53259,6060874,-393637.522059
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",2,1,53259,6060874,-9472.54390676
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",3,1,53259,6060874,-120549.589123
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",1,1,93448,15315438,-900788.20692
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",2,1,93448,15315438,67481.7318004
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",3,1,93448,15315438,-297882.76901
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",1,1,84431,18912390,-1024105.66111
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",2,1,84431,18912390,179671.035275
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",3,1,84431,18912390,-332359.617541
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",1,1,46050,13482758,-636973.640165
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",2,1,46050,13482758,209591.367703
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",3,1,46050,13482758,-193410.204154
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",1,1,21944,8710546,-345958.858133
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",2,1,21944,8710546,142285.771539
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",3,1,21944,8710546,-83423.1608698
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,1,84431,18912390,-1024105.66111
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,1,84431,18912390,179671.035275
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,1,84431,18912390,-332359.617541
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,1,46050,13482758,-636973.640165
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,1,46050,13482758,209591.367703
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,1,46050,13482758,-193410.204154
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,1,16575,6141086,-258541.060938
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,1,16575,6141086,108864.954502
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,1,16575,6141086,-68785.0420525
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,1,4401,2028830,-73714.9248447
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,1,4401,2028830,31186.4102544
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,1,4401,2028830,-12556.9097906
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,1,968,540630,-13702.8723503
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,1,968,540630,2234.40678264
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,1,968,540630,-2081.20902675
