sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",1,7,10,248,-78.8729260589
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",2,7,10,248,75.4551219892
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",3,7,10,248,-56.9455051165
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",1,7,900,39678,-2733.98896656
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",2,7,900,39678,1023.56469626
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",3,7,900,39678,-693.773492305
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",1,7,12351,902846,-61938.7127522
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",2,7,12351,902846,-2827.92220044
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",3,7,12351,902846,-19780.0671924
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",1,7,53368,6084568,-387765.781666
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",2,7,53368,6084568,392.442995214
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",3,7,53368,6084568,-126643.529568
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",1,7,93700,15329186,-901683.646473
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",2,7,93700,15329186,43764.1468795
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",3,7,93700,15329186,-315380.84619
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",1,7,84152,18776020,-998708.122787
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",2,7,84152,18776020,182612.421833
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",3,7,84152,18776020,-326490.507645
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",1,7,45756,13429722,-639306.0383
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",2,7,45756,13429722,218469.273364
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",3,7,45756,13429722,-200817.93916
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",1,7,22263,8797556,-332945.022698
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",2,7,22263,8797556,169446.549543
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",3,7,22263,8797556,-85711.7988349
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,7,84152,18776020,-998708.122787
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,7,84152,18776020,182612.421833
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,7,84152,18776020,-326490.507645
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,7,45756,13429722,-639306.0383
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,7,45756,13429722,218469.273364
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,7,45756,13429722,-200817.93916
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,7,16755,6184568,-245467.778624
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,7,16755,6184568,112087.652451
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,7,16755,6184568,-64296.638025
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,7,4573,2084216,-71837.5938554
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,7,4573,2084216,41571.7143412
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,7,4573,2084216,-17998.9636952
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,7,935,528772,-15639.6502192
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,7,935,528772,15787.1827512
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,7,935,528772,-3416.19711463
