sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",1,13,14,330,-28.9554966537
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",2,13,14,330,-28.0863617055
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",3,13,14,330,-15.3336368923
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",1,13,875,35688,-2637.6958154
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",2,13,875,35688,-27.9899461311
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",3,13,875,35688,-1129.35624362
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",1,13,12567,920878,-65539.9669522
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",2,13,12567,920878,412.985244601
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",3,13,12567,920878,-22017.0871551
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",1,13,53482,6096474,-387859.699294
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",2,13,53482,6096474,-19431.0995553
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",3,13,53482,6096474,-130093.89962
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",1,13,93534,15326962,-886769.228781
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",2,13,93534,15326962,60862.9287576
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",3,13,93534,15326962,-313919.458447
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",1,13,83972,18781380,-1010559.48212
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",2,13,83972,18781380,184165.997054
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",3,13,83972,18781380,-329441.202443
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",1,13,45902,13416500,-634613.568845
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",2,13,45902,13416500,193075.786272
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",3,13,45902,13416500,-186690.249539
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",1,13,22154,8791512,-356175.004994
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",2,13,22154,8791512,190778.812804
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",3,13,22154,8791512,-85158.8587901
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,13,83972,18781380,-1010559.48212
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,13,83972,18781380,184165.997054
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,13,83972,18781380,-329441.202443
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,13,45902,13416500,-634613.568845
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,13,45902,13416500,193075.786272
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,13,45902,13416500,-186690.249539
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,13,16700,6194376,-266408.005136
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,13,16700,6194376,128750.099141
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,13,16700,6194376,-63595.1921339
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,13,4460,2036816,-71499.1457559
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,13,4460,2036816,50444.1866384
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,13,4460,2036816,-18739.3264635
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,13,994,560320,-18267.8541017
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,13,994,560320,11584.5270249
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,13,994,560320,-2824.34019262
