sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,0_10,"[0,10)",1,0,9,160,-7.43067512568
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,0_10,"[0,10)",2,0,9,160,-30.0732389109
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,0_10,"[0,10)",3,0,9,160,39.5131490883
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,10_15,"[10,15)",1,0,839,35018,-2778.90990172
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,10_15,"[10,15)",2,0,839,35018,-183.644517865
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,10_15,"[10,15)",3,0,839,35018,-1296.26370396
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,15_20,"[15,20)",1,0,12621,932256,-64411.5082638
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,15_20,"[15,20)",2,0,12621,932256,6795.30338443
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,15_20,"[15,20)",3,0,12621,932256,-23461.1805761
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,20_25,"[20,25)",1,0,54167,6151596,-391568.698897
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,20_25,"[20,25)",2,0,54167,6151596,10059.0004456
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,20_25,"[20,25)",3,0,54167,6151596,-138166.33091
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,25_30,"[25,30)",1,0,93364,15273658,-896465.618186
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,25_30,"[25,30)",2,0,93364,15273658,91806.1330653
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,25_30,"[25,30)",3,0,93364,15273658,-319481.152304
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,30_35,"[30,35)",1,0,84129,18766626,-1000920.72279
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,30_35,"[30,35)",2,0,84129,18766626,270013.561832
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,30_35,"[30,35)",3,0,84129,18766626,-352207.317295
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,35_40,"[35,40)",1,0,45259,13209462,-646953.705556
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,35_40,"[35,40)",2,0,45259,13209462,232593.825988
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,35_40,"[35,40)",3,0,45259,13209462,-189803.991843
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,40_999,"[40,inf)",1,0,22112,8758908,-346091.03621
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,40_999,"[40,inf)",2,0,22112,8758908,182532.747226
"Pythia WW enhanced shoving",enhanced_shoving,thrust,standard,40_999,"[40,inf)",3,0,22112,8758908,-76743.5552964
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,0,84129,18766626,-1000920.72279
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,0,84129,18766626,270013.561832
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,0,84129,18766626,-352207.317295
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,0,45259,13209462,-646953.705556
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,0,45259,13209462,232593.825988
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,0,45259,13209462,-189803.991843
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,0,16709,6187868,-252179.553158
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,0,16709,6187868,136962.803456
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,0,16709,6187868,-59648.5043409
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,0,4404,2009398,-76476.7761102
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,0,4404,2009398,40921.7206744
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,0,4404,2009398,-13513.4564094
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,0,999,561642,-17434.7069426
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,0,999,561642,4648.22309511
"Pythia WW enhanced shoving",enhanced_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,0,999,561642,-3581.59454605
