sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",1,2,7,112,2.36787858333
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",2,2,7,112,-1.19388799066
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",3,2,7,112,12.4209710166
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",1,2,862,37220,-2627.65292329
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",2,2,862,37220,406.642092225
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",3,2,862,37220,-1053.7939176
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",1,2,12340,896236,-60726.8011304
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",2,2,12340,896236,-2400.35567047
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",3,2,12340,896236,-19292.4606921
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",1,2,53809,6130932,-393433.562607
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",2,2,53809,6130932,1457.59071075
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",3,2,53809,6130932,-134935.957834
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",1,2,93929,15350786,-899943.651635
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",2,2,93929,15350786,84254.9928844
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",3,2,93929,15350786,-321396.080295
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",1,2,83673,18710162,-1015376.41123
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",2,2,83673,18710162,211162.55668
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",3,2,83673,18710162,-343726.283925
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",1,2,45936,13452970,-636079.691775
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",2,2,45936,13452970,208593.099914
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",3,2,45936,13452970,-199396.201465
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",1,2,21944,8740064,-353249.209749
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",2,2,21944,8740064,164490.432969
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",3,2,21944,8740064,-97845.3772545
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,2,83673,18710162,-1015376.41123
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,2,83673,18710162,211162.55668
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,2,83673,18710162,-343726.283925
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,2,45936,13452970,-636079.691775
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,2,45936,13452970,208593.099914
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,2,45936,13452970,-199396.201465
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,2,16593,6185024,-267139.109635
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,2,16593,6185024,109802.487547
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,2,16593,6185024,-75030.9717122
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,2,4356,1992138,-70540.0844999
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,2,4356,1992138,45087.7259892
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,2,4356,1992138,-18321.6526346
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,2,995,562902,-15570.0156138
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,2,995,562902,9600.2194331
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,2,995,562902,-4492.75290763
