sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",1,2,12,190,-9.45918650263
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",2,2,12,190,-42.518253894
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",3,2,12,190,-1.33057536535
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",1,2,898,36964,-2996.18376337
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",2,2,898,36964,-255.466125289
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",3,2,898,36964,-789.196077141
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",1,2,12326,901654,-62720.9053533
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",2,2,12326,901654,-6020.42465365
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",3,2,12326,901654,-25300.7793634
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",1,2,53293,6024350,-394851.745561
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",2,2,53293,6024350,-21555.9621212
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",3,2,53293,6024350,-138712.892166
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",1,2,93706,15323332,-897755.99462
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",2,2,93706,15323332,14936.2150165
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",3,2,93706,15323332,-291691.494386
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",1,2,84083,18827020,-994342.974334
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",2,2,84083,18827020,186985.024253
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",3,2,84083,18827020,-308838.890512
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",1,2,45839,13450970,-626870.952432
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",2,2,45839,13450970,211463.772718
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",3,2,45839,13450970,-185002.007603
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",1,2,22343,8869600,-355604.842604
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",2,2,22343,8869600,179704.961718
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",3,2,22343,8869600,-84833.2098753
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,2,84083,18827020,-994342.974334
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,2,84083,18827020,186985.024253
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,2,84083,18827020,-308838.890512
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,2,45839,13450970,-626870.952432
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,2,45839,13450970,211463.772718
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,2,45839,13450970,-185002.007603
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,2,16860,6240606,-268118.080362
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,2,16860,6240606,126183.963183
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,2,16860,6240606,-66352.3027407
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,2,4445,2035762,-71201.0601716
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,2,4445,2035762,44627.1012073
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,2,4445,2035762,-19509.0658223
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,2,1038,593232,-16285.7020712
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,2,1038,593232,8893.89732724
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,2,1038,593232,1028.15868774
