sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",1,4,11,188,-24.6993756255
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",2,4,11,188,-14.9510110587
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",3,4,11,188,29.5563699297
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",1,4,884,36584,-3374.13642646
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",2,4,884,36584,-235.846060142
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",3,4,884,36584,-1391.0204049
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",1,4,12533,925876,-62741.6981699
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",2,4,12533,925876,1244.9433401
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",3,4,12533,925876,-19935.9543449
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",1,4,53431,6071806,-382214.211011
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",2,4,53431,6071806,-1824.20480704
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",3,4,53431,6071806,-143026.304683
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",1,4,93556,15313806,-903203.9499
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",2,4,93556,15313806,48925.2334685
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",3,4,93556,15313806,-309509.945884
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",1,4,84450,18877698,-999284.056172
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",2,4,84450,18877698,195569.703172
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",3,4,84450,18877698,-330545.458046
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",1,4,45446,13317272,-632036.469923
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",2,4,45446,13317272,223921.146672
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",3,4,45446,13317272,-193923.790242
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",1,4,22189,8748892,-335977.179018
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",2,4,22189,8748892,160598.258479
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",3,4,22189,8748892,-93423.0181372
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,4,84450,18877698,-999284.056172
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,4,84450,18877698,195569.703172
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,4,84450,18877698,-330545.458046
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,4,45446,13317272,-632036.469923
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,4,45446,13317272,223921.146672
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,4,45446,13317272,-193923.790242
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,4,16862,6219132,-250707.026445
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,4,16862,6219132,117604.826702
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,4,16862,6219132,-72742.3917501
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,4,4327,1957060,-67162.4174238
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,4,4327,1957060,38401.6143846
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,4,4327,1957060,-17471.8872372
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,4,1000,572700,-18107.7351492
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,4,1000,572700,4591.81739301
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,4,1000,572700,-3208.73914993
