sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",1,7,3,46,23.4828876371
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",2,7,3,46,8.58444366517
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",3,7,3,46,2.31218192349
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",1,7,854,36118,-2747.85994055
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",2,7,854,36118,42.4023443352
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",3,7,854,36118,-442.033241282
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",1,7,12598,927834,-67889.7847037
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",2,7,12598,927834,1128.65030955
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",3,7,12598,927834,-21132.930537
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",1,7,52880,6026188,-407335.282621
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",2,7,52880,6026188,-16337.4773898
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",3,7,52880,6026188,-130191.91329
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",1,7,93381,15281418,-874308.248557
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",2,7,93381,15281418,34647.7206342
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",3,7,93381,15281418,-307930.126853
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",1,7,84363,18962198,-987694.463661
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",2,7,84363,18962198,211288.079879
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",3,7,84363,18962198,-341809.460466
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",1,7,46024,13493308,-641994.230182
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",2,7,46024,13493308,205164.41416
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",3,7,46024,13493308,-189400.562864
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",1,7,22397,8892274,-341159.166269
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",2,7,22397,8892274,164762.310285
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",3,7,22397,8892274,-82034.0797053
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,7,84363,18962198,-987694.463661
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,7,84363,18962198,211288.079879
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,7,84363,18962198,-341809.460466
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,7,46024,13493308,-641994.230182
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,7,46024,13493308,205164.41416
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,7,46024,13493308,-189400.562864
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,7,16832,6242606,-251967.360712
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,7,16832,6242606,113963.325569
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,7,16832,6242606,-63370.171689
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,7,4567,2073484,-72174.0531164
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,7,4567,2073484,36508.6580023
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,7,4567,2073484,-18145.7225292
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,7,998,576184,-17017.7524413
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,7,998,576184,14290.3267143
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,7,998,576184,-518.185487029
