sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",1,9,13,188,-42.6212026196
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",2,9,13,188,-16.6189723661
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",3,9,13,188,-35.3254332147
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",1,9,841,35154,-2830.43595414
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",2,9,841,35154,210.580603243
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",3,9,841,35154,-828.654584809
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",1,9,12596,932700,-64667.0256922
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",2,9,12596,932700,3109.9509914
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",3,9,12596,932700,-20591.1606924
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",1,9,53836,6138664,-376968.35035
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",2,9,53836,6138664,-29264.0789571
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",3,9,53836,6138664,-140283.590467
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",1,9,93279,15276506,-893190.845384
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",2,9,93279,15276506,102556.857008
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",3,9,93279,15276506,-321605.960048
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",1,9,84211,18820646,-1004870.16269
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",2,9,84211,18820646,204756.955971
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",3,9,84211,18820646,-337568.008495
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",1,9,45780,13388630,-630380.678542
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",2,9,45780,13388630,247926.236127
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",3,9,45780,13388630,-192382.504536
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",1,9,21944,8739544,-347548.409708
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",2,9,21944,8739544,170081.097095
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",3,9,21944,8739544,-88313.8484184
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,9,84211,18820646,-1004870.16269
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,9,84211,18820646,204756.955971
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,9,84211,18820646,-337568.008495
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,9,45780,13388630,-630380.678542
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,9,45780,13388630,247926.236127
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,9,45780,13388630,-192382.504536
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,9,16547,6157116,-259140.915619
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,9,16547,6157116,117898.627424
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,9,16547,6157116,-68677.6959592
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,9,4403,2021674,-73895.4135158
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,9,4403,2021674,36045.4293791
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,9,4403,2021674,-15435.7240475
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,9,994,560754,-14512.0805737
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,9,994,560754,16137.0402919
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,9,994,560754,-4200.42841169
