sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",1,10,11,214,-25.4503511643
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",2,10,11,214,-25.7907828096
"Pythia WW no shoving",no_shoving,thrust,standard,0_10,"[0,10)",3,10,11,214,30.591135394
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",1,10,883,36278,-2606.99252342
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",2,10,883,36278,-302.079618386
"Pythia WW no shoving",no_shoving,thrust,standard,10_15,"[10,15)",3,10,883,36278,-806.999573606
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",1,10,12429,916264,-68448.2865207
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",2,10,12429,916264,110.845269925
"Pythia WW no shoving",no_shoving,thrust,standard,15_20,"[15,20)",3,10,12429,916264,-20761.745751
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",1,10,53148,6041554,-374060.61976
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",2,10,53148,6041554,-21.3500463718
"Pythia WW no shoving",no_shoving,thrust,standard,20_25,"[20,25)",3,10,53148,6041554,-126038.98961
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",1,10,93284,15251320,-891925.572695
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",2,10,93284,15251320,54901.7702331
"Pythia WW no shoving",no_shoving,thrust,standard,25_30,"[25,30)",3,10,93284,15251320,-315797.973394
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",1,10,84071,18813508,-982851.927427
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",2,10,84071,18813508,209217.515632
"Pythia WW no shoving",no_shoving,thrust,standard,30_35,"[30,35)",3,10,84071,18813508,-326345.947012
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",1,10,46376,13589920,-647707.335918
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",2,10,46376,13589920,206780.768354
"Pythia WW no shoving",no_shoving,thrust,standard,35_40,"[35,40)",3,10,46376,13589920,-189053.748657
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",1,10,22298,8870174,-350736.508472
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",2,10,22298,8870174,156470.335339
"Pythia WW no shoving",no_shoving,thrust,standard,40_999,"[40,inf)",3,10,22298,8870174,-80047.555879
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,10,84071,18813508,-982851.927427
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,10,84071,18813508,209217.515632
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,10,84071,18813508,-326345.947012
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,10,46376,13589920,-647707.335918
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,10,46376,13589920,206780.768354
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,10,46376,13589920,-189053.748657
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,10,16846,6254386,-258147.19265
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,10,16846,6254386,110266.313868
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,10,16846,6254386,-63998.266556
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,10,4428,2033008,-75679.0555108
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,10,4428,2033008,34450.5982069
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,10,4428,2033008,-16264.6517228
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,10,1024,582780,-16910.2603112
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,10,1024,582780,11753.4232641
"Pythia WW no shoving",no_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,10,1024,582780,215.362399717
