sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,block,number_of_events,number_of_valid_pairs,numerator
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",1,10,12,198,-20.6142503647
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",2,10,12,198,3.35619203023
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,0_10,"[0,10)",3,10,12,198,-12.9213991292
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",1,10,897,37902,-2150.29457636
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",2,10,897,37902,947.052526615
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,10_15,"[10,15)",3,10,897,37902,-860.181197573
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",1,10,12367,916654,-68437.0664987
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",2,10,12367,916654,-2827.12044163
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,15_20,"[15,20)",3,10,12367,916654,-20824.0622523
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",1,10,53885,6124084,-398597.950698
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",2,10,53885,6124084,8230.98114507
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,20_25,"[20,25)",3,10,53885,6124084,-139057.687817
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",1,10,93728,15306258,-894799.764212
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",2,10,93728,15306258,100916.519798
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,25_30,"[25,30)",3,10,93728,15306258,-321651.929525
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",1,10,83758,18702930,-989328.883038
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",2,10,83758,18702930,212558.272769
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,30_35,"[30,35)",3,10,83758,18702930,-328476.061255
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",1,10,45793,13369710,-627709.905867
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",2,10,45793,13369710,228359.861235
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,35_40,"[35,40)",3,10,45793,13369710,-194053.463908
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",1,10,22060,8758770,-339429.023637
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",2,10,22060,8758770,187285.538475
"Pythia WW nominal shoving",nominal_shoving,thrust,standard,40_999,"[40,inf)",3,10,22060,8758770,-87265.8983419
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,10,83758,18702930,-989328.883038
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,10,83758,18702930,212558.272769
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,10,83758,18702930,-328476.061255
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,10,45793,13369710,-627709.905867
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,10,45793,13369710,228359.861235
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,10,45793,13369710,-194053.463908
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,10,16621,6171294,-262242.524417
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,10,16621,6171294,125856.395265
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,10,16621,6171294,-71528.5452238
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,10,4415,2012138,-62706.9166235
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,10,4415,2012138,49567.043542
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,10,4415,2012138,-14177.4950055
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,10,1024,575338,-14479.5825966
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,10,1024,575338,11862.0996687
"Pythia WW nominal shoving",nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,10,1024,575338,-1559.85811259
