technique,case,label,axis,observable,multiplicity_bin,no_shoving,no_shoving_err,shoving,shoving_err,shoving2x,shoving2x_err,shoving_over_no_shoving,shoving2x_over_no_shoving,delta_shoving_over_sigma,delta_shoving2x_over_sigma,effect_scale_2x_over_nominal
eta_gap,etagap1p0,|delta eta|>1.0,thrust,gap v2{2},25_30,0.2354455687,0.0007787671974,0.243597485,0.0007683209853,0.250086818,0.001198200125,1.0346233583626583,1.0621852829120584,7.4516035507975245,10.245497511371392,1.7960500036046716
eta_gap,etagap1p0,|delta eta|>1.0,thrust,gap v2{2},30_35,0.2126343563,0.002626279809,0.2253229843,0.0030778952,0.228513623,0.002844082856,1.059673461150831,1.0746787441893744,3.1360279111972256,4.101902780668953,1.25145655621711
eta_gap,etagap1p0,|delta eta|>1.0,thrust,gap v2{2},35_40,0.2000996615,0.007476835172,0.1888747309,0.009709793547,0.2207974451,0.009125926035,0.9439033004061329,1.1034373743805659,-0.9159527120666937,1.754392266750621,-1.8439119436515725
eta_gap,etagap1p0,|delta eta|>1.0,thrust,gap v2{2},40_999,0.1906448789,0.04164430059,0.1562241315,0.04883042729,0.1939618082,0.05439265426,0.8194509729366771,1.017398470492039,-0.5363427439667974,0.04841944348279178,-0.09636424396757848
eta_gap,etagap1p6,|delta eta|>1.6,beam,gap v2{2},0_10,0.681262292,0.0004651019601,0.6818721906,0.0004315574615,0.6818812736,0.0005125180192,1.000895247846772,1.0009085804502444,0.9612612216704117,0.894360173964572,1.014892639530422
eta_gap,etagap1p6,|delta eta|>1.6,beam,gap v2{2},10_15,0.6729478768,0.0003131885395,0.6751245633,0.0001875984163,0.6764401748,0.0001645258662,1.0032345543764112,1.0051895520000844,5.962288982369967,9.87155948566308,1.6044101895242653
eta_gap,etagap1p6,|delta eta|>1.6,beam,gap v2{2},15_20,0.6133299261,0.0002463562249,0.6152774874,0.0004075283674,0.6180679543,0.0003114728357,1.003175389324933,1.007725088893229,4.0897579803659845,11.93088187333384,2.4328005490764935
eta_gap,etagap1p6,|delta eta|>1.6,beam,gap v2{2},20_25,0.5162597614,0.0005032989227,0.5199810189,0.000508814992,0.5233332027,0.0005553713253,1.0072081106803845,1.0137013221422067,5.199587311807192,9.437573102743666,1.9008201663012978
eta_gap,etagap1p6,|delta eta|>1.6,beam,gap v2{2},25_30,0.4137505477,0.001023373793,0.4159526256,0.001608294071,0.4216093565,0.001304670202,1.005322235613321,1.0189940746753963,1.1551701790487556,4.739506875225391,3.568815072345984
eta_gap,etagap1p6,|delta eta|>1.6,beam,gap v2{2},30_35,0.3160419689,0.004030754854,0.3209170905,0.00417519724,0.3220594189,0.004370416352,1.0154255512866475,1.0190400345275155,0.8400481965970635,1.0121222974891035,1.23431792962867
eta_gap,etagap1p6,|delta eta|>1.6,beam,gap v2{2},35_40,0.2630782175,0.0119780903,0.2259925773,0.01516116478,0.2537861875,0.01457065985,0.8590318858306846,0.964679591916423,-1.91935849268468,-0.49262969296254616,0.2505560090074974
eta_gap,etagap1p6,|delta eta|>1.6,thrust,gap v2{2},0_10,0.200091337,0.001039873704,0.202633092,0.001304499986,0.2032240532,0.001380076351,1.0127029737424362,1.0156564309428349,1.523605719439531,1.8129253795821416,1.2325012442190622
eta_gap,etagap1p6,|delta eta|>1.6,thrust,gap v2{2},10_15,0.2085108778,0.0004277444155,0.2125846455,0.0004357213566,0.2157025576,0.0003384585802,1.0195374348953992,1.0344906696277887,6.671870370337273,13.184772128299016,1.7653632532851598
eta_gap,etagap1p6,|delta eta|>1.6,thrust,gap v2{2},15_20,0.2130180335,0.0004622849287,0.2169713726,0.0004139347692,0.2220510118,0.0002930289788,1.0185587062045618,1.0424047586562666,6.370974567026748,16.50362655509946,2.284898429279704
eta_gap,etagap1p6,|delta eta|>1.6,thrust,gap v2{2},20_25,0.2014460766,0.0006993189822,0.2061273288,0.000590956794,0.2110631986,0.0005416507339,1.0232382396272492,1.0477404284179541,5.112911450745816,10.872306048534245,2.054390917028563
eta_gap,etagap1p6,|delta eta|>1.6,thrust,gap v2{2},25_30,0.1806936849,0.00121230394,0.1868513859,0.001300370869,0.1928034018,0.001603652023,1.0340781195724011,1.0670179309625667,3.463623845966108,6.023780125771887,1.9665970952470748
eta_gap,etagap1p6,|delta eta|>1.6,thrust,gap v2{2},30_35,0.1565962968,0.004407763432,0.1683863291,0.004794622187,0.1714246888,0.004482018782,1.0752893429852806,1.0946918433131172,1.8102816306951446,2.358863360663169,1.2577057994998022
eta_gap,etagap1p6,|delta eta|>1.6,thrust,gap v2{2},35_40,0.1526672821,0.01117998597,0.1264199974,0.01877387766,0.1645207557,0.01639422783,0.8280752474337788,1.0776425271803538,-1.2012134172646602,0.5973492168650957,-0.451607613339143
eta_gap,etagap2p0,|delta eta|>2.0,beam,gap v2{2},0_10,0.6777431422,0.0005056341911,0.6782204775,0.000477213904,0.6773736821,0.00050716639,1.0007043011876897,0.9994548670772224,0.6865476080274926,-0.5158911793873282,-0.7740054003965425
eta_gap,etagap2p0,|delta eta|>2.0,beam,gap v2{2},10_15,0.6667752103,0.000325914662,0.6692646605,0.0002374966303,0.67036822,0.0002096395251,1.003733567417541,1.0053886371966099,6.173191738819343,9.27188645327717,1.443294467187957
eta_gap,etagap2p0,|delta eta|>2.0,beam,gap v2{2},15_20,0.6013790718,0.0002813888699,0.6032012497,0.0004997828707,0.6066419913,0.0002991393458,1.0030299988567044,1.0087514177775547,3.1770021088423146,12.814907399251922,2.8882577820749935
eta_gap,etagap2p0,|delta eta|>2.0,beam,gap v2{2},20_25,0.4947960083,0.0006690092984,0.4986636816,0.0005328449204,0.5015517044,0.0006793233215,1.0078167027120701,1.0136534975761242,4.522134372594124,7.085579178582234,1.746708053133628
eta_gap,etagap2p0,|delta eta|>2.0,beam,gap v2{2},25_30,0.3830779675,0.001646207469,0.3847111374,0.00195920201,0.3925161827,0.001568343076,1.0042632832962393,1.0246378439919022,0.6382067521600643,4.151043124403366,5.779077363598201
eta_gap,etagap2p0,|delta eta|>2.0,beam,gap v2{2},30_35,0.2809109524,0.005667285252,0.2836336144,0.006043502444,0.284517104,0.007185613669,1.009692260044468,1.012837347811434,0.3286235074114784,0.3940474753519408,1.3244947775375766
eta_gap,etagap2p0,|delta eta|>2.0,beam,gap v2{2},35_40,0.2336732049,0.02285277557,0.2046129382,0.02412282139,0.1960719877,0.02529457263,0.875637145848895,0.8390863119453882,-0.8745479328850556,-1.103028513001733,1.2939047527736562
eta_gap,etagap2p0,|delta eta|>2.0,thrust,gap v2{2},0_10,0.18330439,0.00122208911,0.1856428733,0.001398636544,0.1852456631,0.001520855553,1.0127573774965237,1.010590434304383,1.2590543889505907,0.9950010184080532,0.8301419556855515
eta_gap,etagap2p0,|delta eta|>2.0,thrust,gap v2{2},10_15,0.186348207,0.0005409252269,0.1904314028,0.000504872241,0.193085642,0.0004199795496,1.0219116452244696,1.0361550835850006,5.518355801834048,9.838209664628575,1.6500396576622598
eta_gap,etagap2p0,|delta eta|>2.0,thrust,gap v2{2},15_20,0.1872404403,0.0005200621751,0.1903634334,0.0005549982537,0.1951798766,0.0003400252686,1.0166790523190197,1.0424023586319242,4.106047316499461,12.777620233792252,2.5422522707462893
eta_gap,etagap2p0,|delta eta|>2.0,thrust,gap v2{2},20_25,0.1742913546,0.0007630535443,0.1781653319,0.0008000488122,0.1829057992,0.0006718977031,1.0222270192855567,1.049425541615476,3.503991523893643,8.472871210688952,2.2236693539737566
eta_gap,etagap2p0,|delta eta|>2.0,thrust,gap v2{2},25_30,0.1548736845,0.001560848838,0.1603721946,0.00155001777,0.164931057,0.001891196782,1.0355031916348578,1.0649391956578653,2.4996315834802454,4.101507129895724,1.829108670728823
eta_gap,etagap2p0,|delta eta|>2.0,thrust,gap v2{2},30_35,0.1325099939,0.006658118461,0.1454988495,0.006145119639,0.1482306358,0.005692324631,1.0980217055160546,1.118637405657597,1.4335661177006163,1.794646431864544,1.2103177049716385
eta_gap,etagap2p0,|delta eta|>2.0,thrust,gap v2{2},35_40,0.143615008,0.01293254227,0.1010118418,0.02668165324,0.1424434889,0.02140014673,0.7033515731169266,0.9918426415434243,-1.4368373299864112,-0.04685263372578596,0.027498404566935464
eta_gap,etagap2p5,|delta eta|>2.5,beam,gap v2{2},0_10,0.6662323784,0.000577080074,0.6665416217,0.0005974471076,0.6650417725,0.0006912514112,1.0004641673236336,0.9982129269927418,0.3722947733672717,-1.3222019393609983,-3.8500620708689937
eta_gap,etagap2p5,|delta eta|>2.5,beam,gap v2{2},10_15,0.6494913535,0.0004323061267,0.6518884394,0.000349232806,0.6528168459,0.0002919905246,1.003690712566199,1.005120148839672,4.313286339327059,6.3746176550651805,1.3873063122185316
eta_gap,etagap2p5,|delta eta|>2.5,beam,gap v2{2},15_20,0.5732939133,0.0004230085075,0.5752400319,0.0005700930113,0.5788717517,0.0004311188094,1.003394626307469,1.0097294568642685,2.7414411212769996,9.23503904774364,2.8661348799606663
eta_gap,etagap2p5,|delta eta|>2.5,beam,gap v2{2},20_25,0.452551187,0.00118618483,0.4564177939,0.0008423612398,0.4599959455,0.0007960441458,1.0085440211208638,1.0164506440682477,2.657724236561607,5.211453005841141,1.9253983382691584
eta_gap,etagap2p5,|delta eta|>2.5,beam,gap v2{2},25_30,0.3311828499,0.002873973594,0.3304914707,0.002728415347,0.3438496663,0.00226062357,0.9979123943156816,1.0382471991041344,-0.17446628708689457,3.4641720009614443,-18.321084001369794
eta_gap,etagap2p5,|delta eta|>2.5,beam,gap v2{2},30_35,0.2256817043,0.01055812495,0.2328858872,0.01299822355,0.2286342617,0.01108401036,1.0319218738725202,1.0130828389884683,0.4302037421998723,0.19287905199451874,0.40983931710007004
eta_gap,etagap2p5,|delta eta|>2.5,thrust,gap v2{2},0_10,0.1587111107,0.001353967082,0.1610920124,0.001954676571,0.1592106944,0.002095146399,1.015001480926565,1.0031477550487586,1.001299613725653,0.2002686914783335,0.2098296204332988
eta_gap,etagap2p5,|delta eta|>2.5,thrust,gap v2{2},10_15,0.1576886772,0.0007602636648,0.1610807523,0.0006558207521,0.1636735202,0.000526282723,1.0215112153911834,1.0379535367172197,3.378417247499609,6.472562021175955,1.7643604058176698
eta_gap,etagap2p5,|delta eta|>2.5,thrust,gap v2{2},15_20,0.1589666673,0.000618619536,0.1610035163,0.000719042394,0.165491176,0.0004860983054,1.0128130571936573,1.0410432502034341,2.1473708571248213,8.29294743040968,3.2032363223783222
eta_gap,etagap2p5,|delta eta|>2.5,thrust,gap v2{2},20_25,0.1489694246,0.0009072090417,0.1525460782,0.001125024248,0.1566413435,0.0009382684397,1.0240093133849695,1.0514999565890784,2.474788196265679,5.8782594775683,2.1449991410965925
eta_gap,etagap2p5,|delta eta|>2.5,thrust,gap v2{2},25_30,0.1334398298,0.002171617335,0.1388426477,0.002060930254,0.1415293014,0.002142377785,1.0404887948980281,1.0606226162917365,1.8046169102968042,2.651829073297627,1.4972689714380372
eta_gap,etagap2p5,|delta eta|>2.5,thrust,gap v2{2},30_35,0.1135565677,0.007503213463,0.1241588032,0.00766059546,0.12969715,0.00756668637,1.0933652338630873,1.1421369333972924,0.9887369205726199,1.5146768179687276,1.5223753801733615
eta_gap,etagap2p5,|delta eta|>2.5,thrust,gap v2{2},35_40,0.135470969,0.01840500193,0.09494032867,0.0318440533,0.1312586599,0.0241124933,0.7008167828931674,0.9689061860921656,-1.10196708293145,-0.13886391328888825,0.10392900446929619
eta_gap,etagap3p0,|delta eta|>3.0,beam,gap v2{2},0_10,0.6475355068,0.0007657251151,0.6479270026,0.0008739493997,0.6456669401,0.0008589592375,1.0006045935641965,0.9971143409428864,0.3369306493737296,-1.6238304499937901,-4.77289079474196
eta_gap,etagap3p0,|delta eta|>3.0,beam,gap v2{2},10_15,0.6218935069,0.0005056160627,0.62391833,0.0005363480324,0.6242094273,0.0004587883233,1.0032559000496617,1.0037239822804138,2.7470117295469296,3.3920956066983314,1.1437643120527383
eta_gap,etagap3p0,|delta eta|>3.0,beam,gap v2{2},15_20,0.5306808204,0.0005697624424,0.5331391254,0.0007366455332,0.5360442269,0.0006285411226,1.0046323607439724,1.0101066522358153,2.6397155437498676,6.322182369102563,2.1817498235572943
eta_gap,etagap3p0,|delta eta|>3.0,beam,gap v2{2},20_25,0.3948340539,0.002348839623,0.3995860404,0.001392613077,0.4029222782,0.001376610531,1.0120354018430324,1.0204851233577956,1.7402436312363634,2.9708616699139525,1.70207223863114
eta_gap,etagap3p0,|delta eta|>3.0,beam,gap v2{2},25_30,0.2651813821,0.005746190903,0.270757639,0.004197885437,0.2779316047,0.004075270717,1.0210280859683325,1.0480811378952386,0.7835953367271922,1.8099257664681239,2.2865199413606607
eta_gap,etagap3p0,|delta eta|>3.0,beam,gap v2{2},30_35,0.1666553612,0.02413820863,0.1792700272,0.02423532922,0.1773648454,0.02127634204,1.075693130476981,1.0642612642214837,0.3687924551175058,0.3328341874825647,0.8489708883295056
eta_gap,etagap3p0,|delta eta|>3.0,thrust,gap v2{2},0_10,0.1314295351,0.001791711521,0.1332630123,0.00212947532,0.1312824246,0.002684270587,1.0139502677126948,0.9988806891853641,0.6588214610037296,-0.04558298923494829,-0.08023579458745948
eta_gap,etagap3p0,|delta eta|>3.0,thrust,gap v2{2},10_15,0.1306419352,0.00101723133,0.1341895931,0.0008101557856,0.1368280633,0.0007197069602,1.0271555828882117,1.047351779430775,2.7280702636279694,4.964435378521058,1.7437217100329747
eta_gap,etagap3p0,|delta eta|>3.0,thrust,gap v2{2},15_20,0.1377498834,0.0007878327531,0.139588817,0.0009667994489,0.1432430753,0.0006295440817,1.013349801499723,1.0398780148804103,1.4745094715682208,5.447070185953,2.9871616354173813
eta_gap,etagap3p0,|delta eta|>3.0,thrust,gap v2{2},20_25,0.133340574,0.001153847178,0.136359631,0.001325625477,0.1388791387,0.001188981419,1.0226416979425934,1.0415369795843237,1.717857873923436,3.3428961485722914,1.834534657676209
eta_gap,etagap3p0,|delta eta|>3.0,thrust,gap v2{2},25_30,0.1218312933,0.002850529542,0.1277230133,0.001972964055,0.1267701887,0.002594835053,1.048359660645579,1.0405388079386004,1.6995114194021743,1.2812668862571965,0.8382773451555765
eta_gap,etagap3p0,|delta eta|>3.0,thrust,gap v2{2},30_35,0.1047093541,0.006999342581,0.1055562078,0.008923874092,0.1212300012,0.009065584115,1.0080876604318583,1.1577762296596958,0.07466953691814604,1.442449125969545,19.508265831512652
eta_gap,etagap3p0,|delta eta|>3.0,thrust,gap v2{2},35_40,0.1303622342,0.02865691704,0.09897426478,0.03721216931,0.1352672212,0.02138471547,0.7592249809722883,1.0376258279869217,-0.6682884683793963,0.13717761785991972,-0.15626965014419203
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{2},0_10,0.7446872929,0.0003202879381,0.7455204109,0.000258739366,0.745753058,0.0002882953124,1.0011187487794448,1.0014311578969606,2.023404423876171,2.473188609862059,1.2792486778584162
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{2},10_15,0.7325429102,0.0001977929328,0.7343690647,0.0001271219251,0.7358468904,0.0001382189907,1.0024928976508714,1.004510288959179,7.76686102226571,13.692317711986309,1.809255569558864
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{2},15_20,0.6836424174,0.0001795361671,0.6859945978,0.0001976352855,0.6882407858,0.0001634501557,1.0034406589470353,1.0067262771925247,8.809420898584396,18.93934022726115,1.9549386603170043
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{2},20_25,0.6112895573,0.0002027031009,0.6141680503,0.000236052878,0.6174137695,0.0001892654614,1.0047088862644962,1.0100185127111447,9.25137255474634,22.083043703338035,2.1275758530592475
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{2},25_30,0.5344323204,0.0006715714011,0.5375214138,0.0005653810411,0.5411955766,0.0005554988987,1.005780139565077,1.0126550284139588,3.5188320628011374,7.760094823717712,2.189398417024242
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{2},30_35,0.4626299913,0.001531600446,0.4707428849,0.001651941815,0.4694423445,0.00123690284,1.0175364627295402,1.0147252736054944,3.6013894963518878,3.460353600743218,0.8396946312718814
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{2},35_40,0.413189148,0.003494279022,0.4042095045,0.007244126854,0.4125919177,0.004185460961,0.9782674749725033,0.9985545837714014,-1.116475975573154,-0.10953640432582283,0.06650935529901911
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{2},40_999,0.4124296105,0.0255243491,0.3861281419,0.01863036617,0.3000779692,0.03909062715,0.9362279818655261,0.727585899654991,-0.8323153950735679,-2.406545390754396,4.271686992413801
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{4},0_10,0.7140952147,0.0004975996946,0.714585294,0.0003838657407,0.7152756846,0.0004099033721,1.0006862940542263,1.0016530987404753,0.7798134151262112,1.8310636600565715,2.408732423507741
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{4},10_15,0.7054249307,0.0002581983738,0.7074183182,0.0001526480455,0.7089639366,0.0001658479792,1.002825796783255,1.0050168426801818,6.645813007306742,11.532421294743747,1.7753727762414506
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{4},15_20,0.6464314683,0.0002607254413,0.649299829,0.0002740302882,0.6518834356,0.0002408890677,1.0044372231870817,1.008433944768094,7.583312213501456,15.358854927856635,1.900725839675545
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{4},20_25,0.5553142107,0.0003804826642,0.5587254597,0.0003924768141,0.5624470414,0.0003940679197,1.0061429168104665,1.0128446752533287,6.240500368151538,13.021479642750451,2.09097333557299
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{4},25_30,0.4566409496,0.0009429736367,0.4606892411,0.001263320725,0.4652749091,0.000914230909,1.0088653711489215,1.0189075454305248,2.567987939856932,6.573751194806619,2.1327415528254523
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{4},30_35,0.3649553893,0.003473760534,0.378726609,0.003780663434,0.380564923,0.002483827492,1.0377339809295973,1.0427710732808735,2.682230991144408,3.6552765549722332,1.1334895557580864
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{4},35_40,0.2925524621,0.01020161452,0.2900872979,0.02103698936,0.2829041955,0.0209511913,0.9915735995441481,0.9670203883066208,-0.1054386825388629,-0.4140370837295261,3.913843386172762
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{4},40_999,0.3589177814,0.04169913704,0.2940722611,0.07903668848,0.2614574432,0.1398969074,0.8193304325936079,0.7284605465356305,-0.7256476007564882,-0.6676311153397999,1.502961773598415
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{6},0_10,0.7105757305,0.0005813176684,0.7111051431,0.0004206362524,0.7116887507,0.0004954912338,1.0007450473992792,1.0015663639387413,0.7378151201146871,1.45715005901397,2.1023681718193923
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{6},10_15,0.7026783697,0.0002781866466,0.70471879,0.0001513118516,0.7062692072,0.0001782445503,1.0029037755934784,1.0051102149359359,6.443261965860493,10.868412590020814,1.759851879536721
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{6},15_20,0.6422927542,0.0002812124699,0.645296554,0.000307774404,0.6478758577,0.0002450296655,1.0046766833042378,1.0086924591060566,7.20508618600042,14.968590578371318,1.8586802955376882
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{6},20_25,0.5483221864,0.0004439196519,0.5518953127,0.0004613853359,0.5558458674,0.0004646594485,1.0065164722285986,1.0137212777206712,5.580686729292351,11.707644112923939,2.1056297394245127
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{6},25_30,0.4451416415,0.001075671296,0.4496686221,0.001638570684,0.4550229286,0.001158480121,1.0101697531256464,1.0221980740033731,2.3095689658782614,6.250543714670067,2.182754461108128
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{6},30_35,0.3493852414,0.006807558824,0.3588452939,0.005873094412,0.3693058995,0.004017054053,1.0270762796450508,1.0570163124812517,1.052182037701387,2.520197808360398,2.10576612550512
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{8},0_10,0.7098630518,0.0005848556477,0.7104183451,0.0004427440938,0.7109695225,0.0005269896268,1.0007822541243583,1.0015587100880858,0.7570065363786542,1.4054751552316282,1.9925878810350397
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{8},10_15,0.7022056379,0.0002822952765,0.7042502385,0.0001527254067,0.7058062777,0.0001809470497,1.0029116835434624,1.0051276144845092,6.370255212289221,10.738257776204176,1.761048001257568
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{8},15_20,0.6415554882,0.0002851130738,0.6445900714,0.0003141396055,0.6471534994,0.000247159606,1.004730040122506,1.0087256851557864,7.1531145879506814,14.835880693154065,1.844738084623923
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{8},20_25,0.546966563,0.0004670236334,0.5505641505,0.0004808623203,0.5546000027,0.0004872800784,1.0065773444728832,1.0139559530990927,5.366906095711064,11.309693829821045,2.1218218319916016
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{8},25_30,0.4423533509,0.001140971813,0.4471497627,0.0018011016,0.4527043063,0.001313392248,1.010842942164316,1.0233997445231064,2.2496351106491965,5.949595441874054,2.1580622831425784
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",beam,two-sub v2{8},30_35,0.3449224853,0.009267140337,0.3495391599,0.008401909817,0.3663366302,0.005224991083,1.013384672779406,1.0620839342537347,0.36907189764492687,2.012867013956383,4.6384349678879415
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},0_10,0.1241766128,0.001786891369,0.1282039386,0.002021491693,0.1251659723,0.002663642243,1.032432240735109,1.0079673577632005,1.4926867949503342,0.3084531911069212,0.24566164972300145
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},10_15,0.1486617275,0.0007147922421,0.1547923014,0.0007876853607,0.1589007339,0.0006104203971,1.0412384142381232,1.0688745285836934,5.763650223958992,10.892923613720173,1.6701546326682424
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},15_20,0.1759222105,0.0005532117985,0.1813272043,0.0006471323748,0.1873987971,0.0003840830582,1.0307237715160473,1.0652367121091852,6.348615660575557,17.04095327483562,2.123330206225217
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},20_25,0.1849837752,0.0008440110706,0.1919815738,0.0008592260289,0.1977415497,0.0006198310764,1.03782925606548,1.0689669917602589,5.810105274424238,12.183207539193022,1.8231125571404694
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},25_30,0.1807989682,0.001276690445,0.1904384551,0.001147167646,0.1971544578,0.001730492236,1.053316050395469,1.0904622950165708,5.6161998179664865,7.60552487747678,1.6967178616114935
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},30_35,0.1713398413,0.003712586112,0.1859717094,0.004360437443,0.1873278348,0.003698973991,1.0853967646344493,1.0933115927894816,2.554963119048398,3.0506936184556883,1.0926829978736632
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},35_40,0.1773729946,0.008636324783,0.161246388,0.01336082142,0.198303782,0.01144188196,0.9090808235133669,1.1180043638954271,-1.0136754562567136,1.46008025494639,-1.297904011622631
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},40_999,0.1547774683,0.05227104249,0.1279538538,0.05674901505,0.1548501681,0.07446440169,0.8266956114826178,1.0004697053182126,-0.34766409533621584,0.0007990818297527468,-0.002710290963956118
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{8},20_25,0.211296797,0.04787057529,0.2204765879,0.03038280208,0.2349806534,0.02215973563,1.0434450073561692,1.112088099470812,0.16190569123310414,0.44897633440591783,2.5799995509701663
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},0_10,0.7511123569,0.0003466261248,0.7513044086,0.0003426126656,0.7512433546,0.0003566733766,1.0002556897090504,1.0001744049326264,0.39405430747053366,0.2633868246968575,0.6820960189365901
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},10_15,0.7398023148,0.0002569852439,0.7416520086,0.000133340706,0.7428704276,0.0001342908947,1.002500254139513,1.0041472062720287,6.388854665870069,10.581243203609565,1.6587138909153358
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},15_20,0.6855730895,0.0002066253805,0.6876877992,0.0003426158757,0.6902439274,0.0002541158331,1.0030845867966351,1.0068130414853456,5.285458233182144,14.261259184124311,2.2087371614174236
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},20_25,0.5962128178,0.0003921122627,0.5991923621,0.0003682543378,0.6028620571,0.0003604834211,1.0049974509286708,1.0111524594934664,5.538958799114459,12.483663326918563,2.231629615307242
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},25_30,0.4935145139,0.0007908337183,0.4964321025,0.001186343242,0.5021054673,0.001165531049,1.0059118597687102,1.0174077016136973,2.046320753477866,6.099350606259007,2.9445389936058786
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},30_35,0.3903704507,0.003020115674,0.3991036694,0.003398488056,0.4004921618,0.002444419124,1.022371618252201,1.0259284766094618,1.9208589967223402,2.605067106386007,1.158989766281702
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},35_40,0.3274737553,0.008509936003,0.3053382795,0.01146878862,0.311295069,0.009319322184,0.9324053441176633,0.9505954720396489,-1.5499751883798543,-1.2819702061310978,0.7308939932522256
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{4},0_10,0.7168771677,0.0006081269312,0.717190641,0.0005405626861,0.716858295,0.0005692370274,1.000437276166858,0.9999736737326137,0.3852679725930161,-0.022656952996448203,-0.060205127518059266
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{4},10_15,0.7051940306,0.0003200348964,0.7076912751,0.0001833284207,0.7087734441,0.0002216566595,1.0035412161641177,1.0050757853082712,6.770817230592945,9.194500829400637,1.43334523311595
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{4},15_20,0.6253129094,0.000245235504,0.6279770205,0.0005453871462,0.6313871982,0.0003345742501,1.004260444746865,1.0097139987175836,4.455137495440676,14.642989692476878,2.280043351044875
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{4},20_25,0.4701099689,0.001101460207,0.4744124141,0.001191315265,0.4807869916,0.0008950115074,1.009151997372162,1.0227117555600511,2.6517682009268344,7.523022865212992,2.4816173602861857
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{6},0_10,0.7127287328,0.0007095151028,0.7133226935,0.0005536734975,0.7127016425,0.0006632222926,1.0008333615198401,0.9999619907283749,0.6599701753608025,-0.02789295584916006,-0.04560958326036457
