group,axis,method,bin,v22,v22_err,c22_or_corr,c22_or_corr_err,c22_significance
selection,thrust,negative,10_15,0.4375116714,0.0007092113855,0.1914164626,0.0006204299156,308.5222969
selection,thrust,negative,15_20,0.4143061563,0.00387672357,0.1716495912,0.003212887289,53.42533856
selection,thrust,negative,20_25,0.4059278672,0.02733473458,0.1647774333,0.0222988449,7.389505334
selection,thrust,negative,25_30,0,0,0,0,0
selection,thrust,negative,30_35,0,0,0,0,0
selection,thrust,negative,35_40,0,0,0,0,0
selection,thrust,negative,40_999,0,0,0,0,0
selection,thrust,thrustlt0p90,0_10,0.5527146049,0.004007288074,0.3054934344,0.004428440072,68.98443459
selection,thrust,thrustlt0p90,10_15,0.5303976673,0.002123372062,0.2813216855,0.002252299525,124.9042067
selection,thrust,thrustlt0p90,15_20,0.504243431,0.001270247233,0.2542614377,0.00128109487,198.4719818
selection,thrust,thrustlt0p90,20_25,0.4745613432,0.0008831787055,0.2252084685,0.0008381824565,268.6866884
selection,thrust,thrustlt0p90,25_30,0.4467453913,0.001435703095,0.1995814447,0.001283064925,155.5505422
selection,thrust,thrustlt0p90,30_35,0.4191986162,0.003789252742,0.1757274798,0.003176037596,55.32915605
selection,thrust,thrustlt0p90,35_40,0.4087737666,0.01408181124,0.1670959922,0.01147209118,14.56543446
selection,thrust,thrustlt0p90,40_999,0.3124884891,0.1307904729,0.09764905579,0.06713179046,1.454587389
selection,thrust,thrustlt0p85,0_10,0.5786967176,0.006914805811,0.3348898909,0.007999438532,41.86417454
selection,thrust,thrustlt0p85,10_15,0.5547828214,0.002396416272,0.3077839789,0.002659426453,115.733217
selection,thrust,thrustlt0p85,15_20,0.5291619505,0.001456729298,0.2800123699,0.001541881166,181.6043778
selection,thrust,thrustlt0p85,20_25,0.4980266136,0.001218841882,0.2480305079,0.00121402378,204.3044888
selection,thrust,thrustlt0p85,25_30,0.4654738991,0.001726414619,0.2166659508,0.001607100123,134.8179542
selection,thrust,thrustlt0p85,30_35,0.4288483321,0.004210069687,0.1839108919,0.00360843208,50.96698173
selection,thrust,thrustlt0p85,35_40,0.4212116494,0.01662983915,0.1774192536,0.01396941811,12.70054717
selection,thrust,thrustlt0p85,40_999,0.3258188688,0.1358496403,0.1061579353,0.07342474975,1.445805885
selection,thrust,sphgt0p12,0_10,0.5535053868,0.003474620433,0.3063682132,0.003844018617,79.69998164
selection,thrust,sphgt0p12,10_15,0.5287852042,0.001845956729,0.2796137921,0.001952496969,143.2083105
selection,thrust,sphgt0p12,15_20,0.5033057789,0.001189235604,0.2533167071,0.001197175037,211.5953802
selection,thrust,sphgt0p12,20_25,0.4725265804,0.0008029960164,0.2232813691,0.0007587377649,294.2800259
selection,thrust,sphgt0p12,25_30,0.4439946977,0.00135087246,0.1971312916,0.001199816613,164.3011852
selection,thrust,sphgt0p12,30_35,0.4158931644,0.003763758183,0.1729671242,0.003130407967,55.2538602
selection,thrust,sphgt0p12,35_40,0.4077704266,0.01398725951,0.1662767208,0.01136873647,14.62578724
selection,thrust,sphgt0p12,40_999,0.3124884891,0.1307904729,0.09764905579,0.06713179046,1.454587389
selection,thrust,sphgt0p22,0_10,0.5661489699,0.00512381489,0.3205246562,0.005796925598,55.29218044
selection,thrust,sphgt0p22,10_15,0.5506305541,0.002746087255,0.3031940071,0.003023656258,100.2739668
selection,thrust,sphgt0p22,15_20,0.5266894305,0.001420016111,0.2774017562,0.001495878697,185.4440181
selection,thrust,sphgt0p22,20_25,0.4959841698,0.001228468021,0.2460002967,0.001218394877,201.905229
selection,thrust,sphgt0p22,25_30,0.4634133436,0.001804437321,0.214751927,0.001672444393,128.4060193
selection,thrust,sphgt0p22,30_35,0.4252427181,0.003952471163,0.1808313693,0.003357672918,53.85615982
selection,thrust,sphgt0p22,35_40,0.415467501,0.01726211255,0.1726132444,0.0142919434,12.07766078
selection,thrust,sphgt0p22,40_999,0.3124884891,0.1307904729,0.09764905579,0.06713179046,1.454587389
