axis,multiplicity_bin,noshoving_v22,noshoving_v22_err,noshoving_v22_gap,noshoving_v22_gap_err,noshoving_gap_over_inclusive,noshoving_gap_over_inclusive_err,shoving_v22,shoving_v22_err,shoving_v22_gap,shoving_v22_gap_err,shoving_gap_over_inclusive,shoving_gap_over_inclusive_err,shoving2x_v22,shoving2x_v22_err,shoving2x_v22_gap,shoving2x_v22_gap_err,shoving2x_gap_over_inclusive,shoving2x_gap_over_inclusive_err,shoving_over_noshoving_v22,shoving_over_noshoving_v22_err,shoving_over_noshoving_v22_gap,shoving_over_noshoving_v22_gap_err,shoving2x_over_noshoving_v22,shoving2x_over_noshoving_v22_err,shoving2x_over_noshoving_v22_gap,shoving2x_over_noshoving_v22_gap_err
beam,0_10,0.7407454464,0.0002873146544,0.6475355068,0.0007657251151,0.874167381,0.0008934733567,0.7415761406,0.0002419531055,0.6479270026,0.0008739493997,0.8737160854,0.001151556762,0.742068156,0.0002787508865,0.6456669401,0.0008589592375,0.8700911566,0.00106945718,1.00112143,0.0005074177034,1.000604593,0.001794886684,1.001785647,0.0005409185689,0.997114341,0.001774800317
beam,10_15,0.7312918598,0.0001648743297,0.6218935069,0.0005056160627,0.8504039784,0.0006071860313,0.7331932833,0.0001334411945,0.62391833,0.0005363480324,0.8509602369,0.0007464517327,0.7348161982,0.0001328819561,0.6242094273,0.0004587883233,0.849476956,0.0005770703058,1.002600088,0.0002905024626,1.0032559,0.001187068973,1.004819332,0.0002904128594,1.003723982,0.00110008529
beam,15_20,0.6895796094,0.0001655379161,0.5306808204,0.0005697624424,0.7695715088,0.0007116280621,0.6920030718,0.0001656363579,0.5331391254,0.0007366455332,0.7704288421,0.0009910625723,0.6942619199,0.0001376770762,0.5360442269,0.0006285411226,0.7721066236,0.0008871027453,1.003514406,0.0003401887068,1.004632361,0.001757918419,1.006790094,0.0003134865782,1.010106652,0.001605909599
beam,20_25,0.6294459853,0.0001792965518,0.3948340539,0.002348839623,0.6272723365,0.003707165207,0.6324309065,0.0001859723016,0.3995860404,0.001392613077,0.6318256054,0.002223646426,0.6358123527,0.000160591297,0.4029222782,0.001376610531,0.6337125671,0.00212749,1.00474214,0.0004113427935,1.012035402,0.00697761159,1.01011424,0.0003845517143,1.020485123,0.007000756668
beam,25_30,0.5659482151,0.0005851130421,0.2651813821,0.005746190903,0.4685612129,0.01011512894,0.5694043646,0.0004623424637,0.270757639,0.004197885437,0.4755102979,0.007169502869,0.5735010848,0.0004331844472,0.2779316047,0.004075270717,0.4846226312,0.00704132705,1.00610683,0.001322629723,1.021028086,0.02720464786,1.013345514,0.001297478626,1.048081138,0.02742171393
beam,30_35,0.5052439352,0.001289660822,0.1666553612,0.02413820863,0.3298512849,0.04781554413,0.5134032028,0.001196149362,0.1792700272,0.02423532922,0.3491797991,0.04730983655,0.5138026477,0.001128500555,0.1773648454,0.02127634204,0.3452003336,0.04168223224,1.016149165,0.003511775154,1.07569313,0.2131241404,1.016939763,0.003424469034,1.064261264,0.2001498675
beam,35_40,0.4585333649,0.002573261921,0.2112072811,0.05494202127,0.4606148587,0.1214005701,0.4555756354,0.005839454459,0.2715375747,0.05081942421,0.5960318191,0.1128687082,0.4624838187,0.003664380717,0,0,0,0,0.9935495871,0.01390219027,1.285644952,0.4120005696,1.008615412,0.009793025348,0,0
beam,40_999,0.442246246,0.022011926,0.2689532336,0.1212037995,0.6081526662,0.2802325798,0.4293102555,0.01662608797,0,0,0,0,0.3813807632,0.01992062318,0,0,0,0,0.9707493493,0.0612200989,0,0,0.8623719627,0.06222017092,0,0
