technique,case,label,axis,observable,multiplicity_bin,no_shoving,no_shoving_err,shoving,shoving_err,shoving_over_no_shoving,delta_over_sigma
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},20_25,0.1849837752,0.0008440110706,0.1919815738,0.0008592260289,1.03782925606548,5.810105274424238
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},25_30,0.1807989682,0.001276690445,0.1904384551,0.001147167646,1.053316050395469,5.6161998179664865
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},30_35,0.1713398413,0.003712586112,0.1859717094,0.004360437443,1.0853967646344493,2.554963119048398
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},35_40,0.1773729946,0.008636324783,0.161246388,0.01336082142,0.9090808235133669,-1.0136754562567136
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{2},40_999,0.1547774683,0.05227104249,0.1279538538,0.05674901505,0.8266956114826178,-0.34766409533621584
two_subevent,twosub0p0,"two subevent, eta<0 vs eta>0",thrust,two-sub v2{8},20_25,0.211296797,0.04787057529,0.2204765879,0.03038280208,1.0434450073561692,0.16190569123310414
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},0_10,0.7511123569,0.0003466261248,0.7513044086,0.0003426126656,1.0002556897090504,0.39405430747053366
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},10_15,0.7398023148,0.0002569852439,0.7416520086,0.000133340706,1.002500254139513,6.388854665870069
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},15_20,0.6855730895,0.0002066253805,0.6876877992,0.0003426158757,1.0030845867966351,5.285458233182144
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},20_25,0.5962128178,0.0003921122627,0.5991923621,0.0003682543378,1.0049974509286708,5.538958799114459
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},25_30,0.4935145139,0.0007908337183,0.4964321025,0.001186343242,1.0059118597687102,2.046320753477866
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},30_35,0.3903704507,0.003020115674,0.3991036694,0.003398488056,1.022371618252201,1.9208589967223402
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},35_40,0.3274737553,0.008509936003,0.3053382795,0.01146878862,0.9324053441176633,-1.5499751883798543
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{2},40_999,0.326176793,0.04223747463,0.2962354144,0.02935395208,0.9082050616642122,-0.5821097566689122
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{4},0_10,0.7168771677,0.0006081269312,0.717190641,0.0005405626861,1.000437276166858,0.3852679725930161
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{4},10_15,0.7051940306,0.0003200348964,0.7076912751,0.0001833284207,1.0035412161641177,6.770817230592945
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{4},15_20,0.6253129094,0.000245235504,0.6279770205,0.0005453871462,1.004260444746865,4.455137495440676
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{4},20_25,0.4701099689,0.001101460207,0.4744124141,0.001191315265,1.009151997372162,2.6517682009268344
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{6},0_10,0.7127287328,0.0007095151028,0.7133226935,0.0005536734975,1.0008333615198401,0.6599701753608025
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{6},10_15,0.7009977313,0.0003374947604,0.7036558153,0.0001973619721,1.0037918582062606,6.798758923147845
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{6},15_20,0.6151713674,0.0002651400946,0.6180218819,0.0006046616313,1.0046336917663246,4.317400809482274
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{6},20_25,0.4161073913,0.002991056589,0.4239580158,0.002806807507,1.0188668229984406,1.9139561675710262
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{8},0_10,0.7118218639,0.000725696124,0.712512961,0.0005804886971,1.0009708849011936,0.7436734088257637
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{8},10_15,0.7001619594,0.0003425538253,0.7028649036,0.0002013379059,1.0038604556613104,6.802576232044707
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{8},15_20,0.6126132179,0.0002711363195,0.6155515764,0.0006272327465,1.0047964334006252,4.300076531203589
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{8},20_25,0.3340860056,0.02136403394,0.3660648409,0.01077680286,1.0957203677016276,1.3364465657225846
two_subevent,twosub1p0,"two subevent, gap 1.0",beam,two-sub v2{8},30_35,0.332872025,0.02457418161,0.3226850325,0.02796042386,0.969396669786234,-0.27366243395237566
two_subevent,twosub1p0,"two subevent, gap 1.0",thrust,two-sub v2{2},0_10,0.0881351995,0.00269686213,0.09246535319,0.002883447707,1.0491308094219496,1.0967745442489951
two_subevent,twosub1p0,"two subevent, gap 1.0",thrust,two-sub v2{2},10_15,0.1014029632,0.001263105761,0.1074685429,0.001112203239,1.0598165922236087,3.604064473352899
two_subevent,twosub1p0,"two subevent, gap 1.0",thrust,two-sub v2{2},15_20,0.1199796421,0.0008711690654,0.1241351377,0.001025081239,1.0346350057998714,3.0889884428267003
two_subevent,twosub1p0,"two subevent, gap 1.0",thrust,two-sub v2{2},20_25,0.1210526302,0.001255654094,0.1277586474,0.001265863241,1.0553975340223547,3.761093612247576
two_subevent,twosub1p0,"two subevent, gap 1.0",thrust,two-sub v2{2},25_30,0.1140122684,0.002591307796,0.1223502808,0.002109766527,1.0731325892994863,2.495249067871504
two_subevent,twosub1p0,"two subevent, gap 1.0",thrust,two-sub v2{2},30_35,0.09882734693,0.007239772499,0.1172786308,0.008398723787,1.1867022078723732,1.6640150898093309
two_subevent,twosub1p0,"two subevent, gap 1.0",thrust,two-sub v2{2},35_40,0.1144006539,0.01751507904,0.06999284038,0.03854927145,0.6118220306780957,-1.0487947936849755
two_subevent,twosub1p0,"two subevent, gap 1.0",thrust,two-sub v2{8},35_40,0.2907901216,0.06362110396,0.2893143296,0.06287680977,0.9949248894980344,-0.016498682657873416
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{2},0_10,0.7458521086,0.0003829326172,0.7460527597,0.0004984874972,1.0002690226355686,0.31920750648468793
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{2},10_15,0.7329262524,0.0002847081828,0.7348182469,0.000162048534,1.0025814254760348,5.775407330240039
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{2},15_20,0.6732747523,0.0002374304592,0.6751473769,0.0004122179082,1.0027813676268165,3.9365112067754526
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{2},20_25,0.572763908,0.0006482119922,0.576412634,0.0004524366435,1.0063703839383678,4.615765503874705
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{2},25_30,0.4595714899,0.00141646073,0.4584379297,0.002165495588,0.9975334409881548,-0.4380720583292277
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{2},30_35,0.3415755769,0.00505489008,0.3461821186,0.006413536589,1.01348615653908,0.5641047278358974
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{2},35_40,0.2721595667,0.01778209685,0.242000165,0.02044696117,0.8891848555401156,-1.112990661444935
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{2},40_999,0.3250803036,0.06542597866,0.2299566925,0.0623751129,0.7073842676822207,-1.0523132833269522
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{4},0_10,0.7087596858,0.0006886669498,0.709549315,0.0007124321135,1.001114100048042,0.7969056209961197
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{4},10_15,0.6945792619,0.0004104872339,0.6972395861,0.0002838698672,1.0038301232788363,5.330445479624004
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{4},15_20,0.6014646601,0.0003551625003,0.6035446262,0.0007884065255,1.0034581684311332,2.405388515570904
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{4},20_25,0.3859512184,0.003302141831,0.3921343054,0.003098771766,1.0160203847150233,1.3653981147847143
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{6},0_10,0.704623923,0.0007962200742,0.7053374541,0.0006636256079,1.001012641036884,0.6883937356790096
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{6},10_15,0.6899178945,0.0004405650304,0.6928509297,0.0003366294503,1.0042512815269498,5.289972111806122
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{6},15_20,0.5878415978,0.0004474219539,0.5900574883,0.0009209580898,1.0037695367396473,2.1641885885138805
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{8},0_10,0.7037249071,0.0008057745475,0.7044061956,0.0006493701948,1.0009681176452991,0.658332953343673
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{8},10_15,0.6889729681,0.0004552291176,0.6919616761,0.0003538237495,1.0043379176518958,5.183663258668213
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{8},15_20,0.5838378597,0.0005168991771,0.5862586126,0.0009815338235,1.0041462759904674,2.1821930536046588
two_subevent,twosub1p6,"two subevent, gap 1.6",beam,two-sub v2{8},30_35,0.3824533554,0.0187067724,0.3874895732,0.02031007455,1.0131681883003294,0.18238997599367052
two_subevent,twosub1p6,"two subevent, gap 1.6",thrust,two-sub v2{2},0_10,0.07931824304,0.002961292663,0.08424499242,0.003369541042,1.062113697822523,1.0982809431815006
two_subevent,twosub1p6,"two subevent, gap 1.6",thrust,two-sub v2{2},10_15,0.09059783725,0.001528365759,0.09570295089,0.001231660286,1.0563491778055663,2.6008312089659347
two_subevent,twosub1p6,"two subevent, gap 1.6",thrust,two-sub v2{2},15_20,0.1094530557,0.0009568248538,0.1121145404,0.001136599272,1.0243162210774168,1.791373882807814
two_subevent,twosub1p6,"two subevent, gap 1.6",thrust,two-sub v2{2},20_25,0.1105072989,0.001451103168,0.1157569436,0.001658479623,1.0475049589688235,2.3822051900876806
two_subevent,twosub1p6,"two subevent, gap 1.6",thrust,two-sub v2{2},25_30,0.1075902556,0.002715920337,0.1099618387,0.0029396214,1.022042731349362,0.5925700019299119
two_subevent,twosub1p6,"two subevent, gap 1.6",thrust,two-sub v2{2},30_35,0.09635398097,0.007717617002,0.1074113912,0.009354387907,1.1147582084173848,0.9117945845174512
two_subevent,twosub1p6,"two subevent, gap 1.6",thrust,two-sub v2{2},35_40,0.1204837297,0.01855737524,0.05705894935,0.0541529744,0.4735821964681427,-1.1079648904435289
two_subevent,twosub1p6,"two subevent, gap 1.6",thrust,two-sub v2{8},35_40,0.3052765892,0.08199705555,0.3214243404,0.06341101474,1.0528954783015507,0.15578278781198843
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{2},0_10,0.7363651832,0.0004185984456,0.7368689223,0.000477882043,1.0006840886987771,0.7929253197290478
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{2},10_15,0.7203369983,0.0003175268056,0.7221971273,0.0002493883539,1.0025823038444366,4.607077506394035
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{2},15_20,0.6539374843,0.0002976130836,0.655840833,0.0004765501945,1.0029105973364372,3.3876552240148925
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{2},20_25,0.5434852192,0.0008732919319,0.5468076757,0.0005066280028,1.0061132416901615,3.2908342242178223
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{2},25_30,0.4192694128,0.002755990859,0.416776423,0.002766324037,0.994053966915089,-0.6384304191917137
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{2},30_35,0.2922789369,0.00714448468,0.2961566748,0.01127276252,1.0132672505967364,0.29055177101378754
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{2},35_40,0.252725365,0.02679584169,0.2283662778,0.03517010315,0.9036143950172948,-0.5509254280669496
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{2},40_999,0.3761860514,0.126343618,0.2500951711,0.1318542806,0.6648177681475832,-0.6904736030067297
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{4},0_10,0.6959913995,0.0007976583451,0.698235567,0.0005630789191,1.0032244184362225,2.2984585019683776
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{4},10_15,0.6775643818,0.0004899920848,0.6810830183,0.0003946365828,1.0051930659203963,5.592679077247169
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{4},15_20,0.5694577323,0.0006463677207,0.5721046177,0.0007980986833,1.0046480805332283,2.577269341723943
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{4},20_25,0.2286516027,0.02035327056,0.2327251124,0.01879187822,1.0178153559909422,0.14704850023915925
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{6},0_10,0.6916488825,0.0009667025934,0.6935189999,0.0006066385071,1.002703853714388,1.6386114057083647
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{6},10_15,0.6724034436,0.0005432180434,0.6763724037,0.0004551579445,1.0059026468971521,5.60034488237068
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{6},15_20,0.5515773539,0.0009127918245,0.5544532718,0.0009328753096,1.0052139883547893,2.2034966423666553
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{8},0_10,0.6905607172,0.0009895243182,0.6925606667,0.0006785801266,1.0028961240484533,1.6668391074517515
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{8},10_15,0.6713406702,0.0005608485459,0.6753887834,0.0004698285838,1.006029894179946,5.5329670967892675
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{8},15_20,0.5454189608,0.001128662916,0.5488218541,0.00106206986,1.0062390447427951,2.1957018560477963
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{8},25_30,0.3902664433,0.01186195198,0.3635744694,0.02828703468,0.9316057673975271,-0.870197182695068
two_subevent,twosub2p0,"two subevent, gap 2.0",beam,two-sub v2{8},30_35,0.350181902,0.05155725355,0.4213222139,0.03612776125,1.2031524516078504,1.130013680117102
two_subevent,twosub2p0,"two subevent, gap 2.0",thrust,two-sub v2{2},0_10,0.07735227914,0.003593345093,0.08057601198,0.003391329565,1.0416759903630683,0.652448575203085
two_subevent,twosub2p0,"two subevent, gap 2.0",thrust,two-sub v2{2},10_15,0.08896734391,0.0017748146,0.09224073837,0.001375005387,1.0367932132863424,1.4579980321068087
two_subevent,twosub2p0,"two subevent, gap 2.0",thrust,two-sub v2{2},15_20,0.1076943073,0.001046762289,0.1104480547,0.001230478114,1.0255700367924647,1.7045961841302881
two_subevent,twosub2p0,"two subevent, gap 2.0",thrust,two-sub v2{2},20_25,0.1107206721,0.001280609959,0.1147463226,0.001937103339,1.0363586169018568,1.733595565873941
two_subevent,twosub2p0,"two subevent, gap 2.0",thrust,two-sub v2{2},25_30,0.1070558449,0.00293477956,0.1096161826,0.002831385384,1.0239159076498028,0.6278492501500273
two_subevent,twosub2p0,"two subevent, gap 2.0",thrust,two-sub v2{2},30_35,0.09789752837,0.00941930489,0.1049450081,0.008787824268,1.0719883315477008,0.5470742910595957
two_subevent,twosub2p0,"two subevent, gap 2.0",thrust,two-sub v2{2},35_40,0.1189669705,0.02509518501,0.07760223461,0.03599423983,0.6523006703780861,-0.9427032487701897
two_subevent,twosub2p0,"two subevent, gap 2.0",thrust,two-sub v2{6},15_20,0.2158531435,0.03250853337,0.1726234047,0.07814865089,0.7997261559454658,-0.510745238399074
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{2},0_10,0.4425728702,0.0001880014064,0.4465631932,0.000160737109,1.0090161943234268,16.13243611160437
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{2},10_15,0.3728065306,0.0003688851488,0.3791268141,0.0002937716201,1.0169532531788754,13.402648624215802
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{2},15_20,0.3177477033,0.001304744341,0.3261398169,0.001147277214,1.0264112486505579,4.8302362033480035
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{2},20_25,0.2750288592,0.003808782738,0.2895753064,0.004860814377,1.0528906211599485,2.355585131270513
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{2},25_30,0.2436139203,0.02391125978,0.2580555266,0.01732656855,1.059280710569477,0.48906618718572464
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{4},0_10,0.4183089745,0.0003975380109,0.421647545,0.0003670697466,1.0079811113399864,6.170101649751796
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{4},10_15,0.3109569068,0.0008922949644,0.3167574836,0.0009604187779,1.0186539571019428,4.424706500282601
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{4},15_20,0.2358664878,0.003746769683,0.2425481554,0.002852984464,1.0283281769373935,1.4188144463804335
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{6},0_10,0.4183766567,0.0004004653026,0.4219016716,0.0003875976411,1.0084254578823875,6.324950955206634
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{6},10_15,0.3022559662,0.001373696871,0.3075735083,0.001130108435,1.0175928441276207,2.9893707849148385
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{6},15_20,0.2224445414,0.006500084326,0.2263139677,0.00500823746,1.01739501574481,0.47155337714955614
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{8},0_10,0.4184405717,0.0003907044316,0.4220358562,0.0004409770193,1.008592103020492,6.102380329659189
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{8},10_15,0.2998061024,0.001527838628,0.3050268358,0.001346850095,1.0174136995818535,2.5632835161606167
track_selection,pt04to1,0.4<pT<1 GeV,beam,v2{8},15_20,0.2216276475,0.007705837758,0.2227394449,0.006315527957,1.005016510406266,0.11159012583250685
track_selection,pt04to1,0.4<pT<1 GeV,thrust,v2{2},0_10,0.2160288533,0.0001587489013,0.2229202231,0.0001630280138,1.0319002285793275,30.28497859157562
track_selection,pt04to1,0.4<pT<1 GeV,thrust,v2{2},10_15,0.2450022958,0.0004901328496,0.2547851028,0.0005998646493,1.0399294503263998,12.628835939561252
track_selection,pt04to1,0.4<pT<1 GeV,thrust,v2{2},15_20,0.2458861779,0.001457671397,0.2567127491,0.001060051592,1.0440308247192451,6.00687340722478
track_selection,pt04to1,0.4<pT<1 GeV,thrust,v2{2},20_25,0.2339664369,0.004114229196,0.2486009883,0.005435022439,1.0625497895933467,2.1468916702188423
track_selection,pt04to1,0.4<pT<1 GeV,thrust,v2{2},25_30,0.192991835,0.02569157033,0.2680133044,0.03229636639,1.388728722124436,1.8178747316029453
track_selection,pt04to1,0.4<pT<1 GeV,thrust,v2{4},10_15,0.1738084231,0.002292901036,0.1839425634,0.001989102851,1.0583063819304623,3.338601381127703
track_selection,pt04to1,0.4<pT<1 GeV,thrust,v2{4},15_20,0.1775533712,0.006784565002,0.1705776564,0.007120796564,0.9607120115329018,-0.7092420974011239
track_selection,pt04to1,0.4<pT<1 GeV,thrust,v2{4},20_25,0.1173765309,0.08182496762,0.1876350486,0.02380716661,1.5985738133618668,0.8244563661982738
track_selection,pt04to1,0.4<pT<1 GeV,thrust,v2{6},10_15,0.14546223,0.02163836108,0.1726507928,0.007509796639,1.1869114944821073,1.1870406811223242
track_selection,pt04to1,0.4<pT<1 GeV,thrust,v2{6},15_20,0.1683882197,0.01144659842,0.1415651399,0.05140224763,0.8407069102114867,-0.5093505956406548
track_selection,pt04to1,0.4<pT<1 GeV,thrust,v2{8},15_20,0.1699497156,0.01862300014,0.1778531947,0.01679585291,1.046504809214285,0.31515319040588574
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{2},0_10,0.5997383939,0.0002511233441,0.6024757915,0.0001746650938,1.0045643194230056,8.948858554800989
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{2},10_15,0.5438068869,0.0002214228421,0.547510157,0.0002052678737,1.0068098992293215,12.265242636613122
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{2},15_20,0.4841261104,0.0002828723922,0.4882419398,0.0003264162016,1.008501564595637,9.528906427107819
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{2},20_25,0.432532185,0.0007663328212,0.437710874,0.0005972003961,1.0119729564171045,5.330323245168966
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{2},25_30,0.3887630805,0.002018529302,0.39854753,0.001565473845,1.0251681550815368,3.830368147110141
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{2},30_35,0.3618652258,0.005233122598,0.3611347627,0.004815963009,0.9979813945968831,-0.10271002959309855
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{2},35_40,0.33509055,0.02289979443,0.3500867421,0.01340915834,1.0447526559612021,0.565107537338876
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{2},40_999,0.2885710573,0.04526785941,0.3256940485,0.1167313908,1.1286441944224737,0.2965061408206724
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{4},0_10,0.5788580905,0.0002274071087,0.5815576553,0.0001603245817,1.004663603816383,9.7022594095405
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{4},10_15,0.5035368679,0.0002561931209,0.5070721628,0.0002348656695,1.007020925627043,10.171802887255328
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{4},15_20,0.4223386787,0.0004660844044,0.4272263328,0.0004913569881,1.0115728308736596,7.21692210789507
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{4},20_25,0.3531450812,0.001372642022,0.358715384,0.0008744447084,1.0157734118257344,3.4225850360386345
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{4},25_30,0.2948768984,0.003836084561,0.307123378,0.003951858093,1.0415308207134888,2.2235942081273925
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{4},30_35,0.2411524253,0.01886699512,0.2413170303,0.01300785218,1.0006825765894547,0.007182803901017265
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{4},35_40,0.2700676745,0.03515382319,0.2452844947,0.04360964854,0.9082334461320359,-0.44244444072530126
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{6},0_10,0.5777987139,0.0002127913862,0.5806117964,0.0001557107625,1.0048686202172594,10.668633554203236
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{6},10_15,0.4991943557,0.0002612703076,0.5027999732,0.0002303516854,1.0072228731331387,10.351568558447394
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{6},15_20,0.4142569802,0.0005636937932,0.4193996512,0.0006170908293,1.0124142048192335,6.1530357489490655
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{6},20_25,0.3414161758,0.001762436813,0.3473309273,0.001015265234,1.0173241689153734,2.9080142059522114
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{6},25_30,0.2776211342,0.005454569982,0.2921254168,0.005997109296,1.0522448791292345,1.7891849174954118
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{8},0_10,0.5776397257,0.0002115388007,0.5804780125,0.000155303324,1.0049135934973317,10.815540172394817
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{8},10_15,0.4983704602,0.0002609121023,0.5019869895,0.0002340871881,1.0072567087915858,10.317289955010967
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{8},15_20,0.4125610076,0.0005968410874,0.4178113919,0.0006343946135,1.012726322176066,6.027857463431177
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{8},20_25,0.3388635394,0.001914047956,0.3448673571,0.001108708182,1.017717508678067,2.714239521012283
track_selection,pt04to2,0.4<pT<2 GeV,beam,v2{8},25_30,0.2718599914,0.007437619907,0.2877267628,0.0072283312,1.058363760398471,1.529850925355595
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{2},0_10,0.2726451749,0.0002644568562,0.277379622,0.0002097857781,1.0173648666320116,14.025451957918458
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{2},10_15,0.3134274212,0.0002170322211,0.3203017201,0.0002189514586,1.0219326658582737,22.29815700600088
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{2},15_20,0.3299621374,0.000332229242,0.3394371358,0.0002904280661,1.0287154110306718,21.471806722510173
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{2},20_25,0.3286929494,0.0006446088118,0.3397196874,0.0005708533059,1.0335472300824473,12.806265964764172
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{2},25_30,0.3200723084,0.001558620632,0.3276907432,0.001872255954,1.023802230308781,3.127292780705846
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{2},30_35,0.297687925,0.004161965167,0.309550059,0.004880273593,1.0398475484015683,1.8494211996918362
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{2},35_40,0.277372133,0.02132373359,0.3119095769,0.02247878119,1.1245166323179263,1.1146928238522185
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{4},10_15,0.1911236151,0.002370793868,0.1944307648,0.002196217449,1.0173037209361575,1.0233394155319144
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{4},15_20,0.2480962603,0.001619245086,0.2578628636,0.001078413439,1.039366185077478,5.020125921365178
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{4},20_25,0.2554351031,0.001280796994,0.2647181507,0.001849857534,1.0363420981977005,4.125834044458396
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{4},25_30,0.2384614094,0.005263406643,0.2441039887,0.004960502272,1.023662442129305,0.7801626904307629
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{4},30_35,0.2130087472,0.01516154542,0.2286284184,0.01218652558,1.073328778302866,0.802981580095206
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{6},15_20,0.2247695589,0.00291620069,0.2374971726,0.00229697106,1.0566251665140407,3.4286062274141624
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{6},20_25,0.2378081236,0.002797283185,0.2513844651,0.002656878035,1.057089477409257,3.519053965178597
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{6},25_30,0.2234657952,0.008180390523,0.2357486874,0.008785600735,1.0549654240775725,1.0231993543931808
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{6},30_35,0.1930532196,0.0250755115,0.2131757058,0.02074558247,1.1042328444026634,0.618302149918972
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{8},15_20,0.1933964724,0.009692196537,0.2235262616,0.004942881068,1.1557928581948633,2.7693248266209025
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{8},20_25,0.2286729133,0.003967450816,0.2470022166,0.003537675913,1.0801551134128136,3.448196639635987
track_selection,pt04to2,0.4<pT<2 GeV,thrust,v2{8},25_30,0.2182917465,0.01061728023,0.2304798503,0.0102782056,1.0558340111131963,0.8247864110035292
track_selection,pt1to3,1<pT<3 GeV,beam,v2{2},0_10,0.7558852165,0.0001696933454,0.7580386664,0.0001377679164,1.0028489112539747,9.852141729302456
track_selection,pt1to3,1<pT<3 GeV,beam,v2{2},10_15,0.695587754,0.0002064652774,0.697758053,0.0003318128873,1.0031200937444913,5.553421794383819
track_selection,pt1to3,1<pT<3 GeV,beam,v2{2},15_20,0.6468578934,0.001284716777,0.650264902,0.001013729546,1.0052670124841365,2.0818824466165053
