technique,case,label,axis,observable,multiplicity_bin,no_shoving,no_shoving_err,shoving,shoving_err,shoving_over_no_shoving,delta_over_sigma
track_selection,pt1to3,1<pT<3 GeV,beam,v2{2},20_25,0.619962999,0.008873956156,0.6259476955,0.006666042585,1.0096533123906641,0.5392204469746926
track_selection,pt1to3,1<pT<3 GeV,beam,v2{2},25_30,0.5750969399,0.06312219639,0.5783612708,0.09586736812,1.0056761402704866,0.028439336394638994
track_selection,pt1to3,1<pT<3 GeV,beam,v2{4},0_10,0.7355348893,0.0001708726374,0.7378484639,0.0001539575537,1.003145431486196,10.058983248334084
track_selection,pt1to3,1<pT<3 GeV,beam,v2{4},10_15,0.6509749005,0.0002825564206,0.6534483335,0.0004557667503,1.0037995827459711,4.61248333071917
track_selection,pt1to3,1<pT<3 GeV,beam,v2{4},15_20,0.5861562716,0.001617908075,0.5907319016,0.001502158536,1.007806160612272,2.072542179748898
track_selection,pt1to3,1<pT<3 GeV,beam,v2{4},20_25,0.549840717,0.01428511128,0.5589634104,0.009308416437,1.0165915202674958,0.5350474899868801
track_selection,pt1to3,1<pT<3 GeV,beam,v2{4},25_30,0.5561762776,0.07533693287,0.4989900914,0.1199918399,0.8971797458770291,-0.40362445570144184
track_selection,pt1to3,1<pT<3 GeV,beam,v2{6},0_10,0.7345786552,0.0001702117564,0.7368674152,0.0001492567009,1.0031157453103192,10.110089367337633
track_selection,pt1to3,1<pT<3 GeV,beam,v2{6},10_15,0.6451737658,0.0003048707923,0.6476677617,0.0004776239166,1.0038656188955661,4.4014454755178
track_selection,pt1to3,1<pT<3 GeV,beam,v2{6},15_20,0.578104286,0.001653797081,0.5827160466,0.001689795678,1.007977385242911,1.9504876598540515
track_selection,pt1to3,1<pT<3 GeV,beam,v2{6},20_25,0.5391174985,0.01617438986,0.5495324375,0.01023507714,1.0193184955579773,0.5441243316256695
track_selection,pt1to3,1<pT<3 GeV,beam,v2{6},25_30,0.5523185866,0.07615786419,0.4875557292,0.118461446,0.8827436574266465,-0.45986496487967976
track_selection,pt1to3,1<pT<3 GeV,beam,v2{8},0_10,0.7344553634,0.0001699510054,0.7367435318,0.0001479930609,1.0031154628504684,10.15357576712792
track_selection,pt1to3,1<pT<3 GeV,beam,v2{8},10_15,0.6440852584,0.0003101390629,0.646586824,0.0004847703078,1.0038839044480141,4.346846245495415
track_selection,pt1to3,1<pT<3 GeV,beam,v2{8},15_20,0.5765238589,0.001657722077,0.5811728207,0.001741487289,1.008063780411222,1.9335759556249785
track_selection,pt1to3,1<pT<3 GeV,beam,v2{8},20_25,0.5368168667,0.01680803069,0.5475986585,0.0105205242,1.0200846740645082,0.5437371135915449
track_selection,pt1to3,1<pT<3 GeV,beam,v2{8},25_30,0.5520810186,0.07611706509,0.4874923723,0.1114608,0.8830087539256688,-0.4785352872240024
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{2},0_10,0.5958142119,0.0002775465557,0.600606546,0.0002141167329,1.008043336335865,13.67130285117394
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{2},10_15,0.5827588243,0.0004773641432,0.5892367044,0.000603151544,1.0111158850452089,8.421583340059456
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{2},15_20,0.5677561382,0.00143342426,0.5745195849,0.001873472843,1.0119125910667257,2.867153057434956
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{2},20_25,0.5786161114,0.01017521315,0.5683085279,0.009593446353,0.9821857993634844,-0.737066476864372
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{2},25_30,0.5595099398,0.1917009992,0.7953843703,0.02683752269,1.4215732621020365,1.2185455461293904
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{4},0_10,0.5386927218,0.0006663957144,0.5440591279,0.0007457096289,1.0099619057077076,5.365960478692242
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{4},10_15,0.5342882294,0.0008774518088,0.5379677167,0.000674998395,1.006886708517109,3.323707245688339
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{4},15_20,0.5150379828,0.002648373193,0.5225623986,0.002012763791,1.014609438626436,2.2620132349908535
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{4},20_25,0.5187141657,0.01286075816,0.5185670918,0.01493391452,0.9997164644620773,-0.007462499446196963
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{4},25_30,0.4536281617,0.3300992331,0.712354499,0.07589043274,1.5703489314473045,0.7638566597442001
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{6},0_10,0.5267539644,0.0009538735113,0.5337023901,0.0006129071744,1.0131910268732665,6.128374970515276
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{6},10_15,0.524826533,0.0007989104149,0.5285572093,0.0009403717168,1.007108398804982,3.023436238576783
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{6},15_20,0.5056943257,0.002674647094,0.51287512,0.001998843244,1.0141998712167872,2.1505639374427514
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{6},20_25,0.5034324756,0.01555640673,0.5049082069,0.0162009164,1.0029313391001269,0.06570357161558363
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{8},0_10,0.5226275364,0.0008689010847,0.5305454453,0.0005706751777,1.0151501946386918,7.616687057562945
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{8},10_15,0.5222167739,0.0008436479702,0.5260200419,0.0009711900489,1.0072829295995158,2.9564070359210923
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{8},15_20,0.502713264,0.00287580022,0.5107487334,0.002053115741,1.0159842000906505,2.2740923024110415
track_selection,pt1to3,1<pT<3 GeV,thrust,v2{8},20_25,0.4997348044,0.0167307704,0.5021694204,0.01632125017,1.0048718159683176,0.10416315413858694
track_selection,positive,positive charged particles,beam,v2{2},0_10,0.704757444,0.0001694007875,0.7068178775,9.433240085e-05,1.0029236065791738,10.626548704393908
track_selection,positive,positive charged particles,beam,v2{2},10_15,0.610419832,0.000175052117,0.6136052833,0.0002257181279,1.0052184597108567,11.151862385134985
track_selection,positive,positive charged particles,beam,v2{2},15_20,0.4969186735,0.001420985699,0.5041270683,0.001081330361,1.0145061861918536,4.0368908636287575
track_selection,positive,positive charged particles,beam,v2{2},20_25,0.4081685272,0.007938977505,0.4073337785,0.008801816726,0.9979548920497955,-0.07042366241179919
track_selection,positive,positive charged particles,beam,v2{2},25_30,0.3984861123,0.1632545185,0.3761937407,0.1144489407,0.9440573437520021,-0.1118109767863461
track_selection,positive,positive charged particles,beam,v2{4},0_10,0.692092122,0.0001782742169,0.6941345682,0.0001018118539,1.0029511189841285,9.948680613019599
track_selection,positive,positive charged particles,beam,v2{4},10_15,0.5755528808,0.0002319032088,0.5787548661,0.0002706296833,1.0055633207769707,8.984296866082143
track_selection,positive,positive charged particles,beam,v2{4},15_20,0.4294127721,0.002231876356,0.4389057919,0.0014969353,1.0221069805482854,3.5324255548722396
track_selection,positive,positive charged particles,beam,v2{4},20_25,0.3191377384,0.02408260598,0.309657112,0.02230744808,0.9702929949697232,-0.28880813374175535
track_selection,positive,positive charged particles,beam,v2{4},25_30,0.4155310895,0.1412257301,0.3848722623,0.07986115129,0.9262177296122628,-0.18896957454544142
track_selection,positive,positive charged particles,beam,v2{6},0_10,0.6909247087,0.0001768576651,0.6929978804,0.0001082974387,1.0030005754229006,9.996911656482512
track_selection,positive,positive charged particles,beam,v2{6},10_15,0.5702507317,0.0002453799032,0.5735248491,0.0002893205359,1.0057415400244019,8.6305244880055
track_selection,positive,positive charged particles,beam,v2{6},15_20,0.4191707915,0.002452064386,0.4295287169,0.001663186509,1.0247105132562655,3.4958675976093265
track_selection,positive,positive charged particles,beam,v2{6},20_25,0.3017206718,0.038895115,0.2627943072,0.05570625839,0.8709854238101296,-0.5729413105788017
track_selection,positive,positive charged particles,beam,v2{6},25_30,0.4128870705,0.1416158325,0.3805409132,0.07711049377,0.9216585850924581,-0.20059821539870798
track_selection,positive,positive charged particles,beam,v2{8},0_10,0.6907137598,0.0001781150388,0.692787362,0.0001088152124,1.0030021150883115,9.934660020832887
track_selection,positive,positive charged particles,beam,v2{8},10_15,0.5693042528,0.0002475556584,0.572594705,0.0002895175617,1.0057797780076587,8.63804696421677
track_selection,positive,positive charged particles,beam,v2{8},15_20,0.4170498534,0.002535915827,0.4278723907,0.001762409318,1.0259502244438385,3.5044850283801203
track_selection,positive,positive charged particles,beam,v2{8},25_30,0.4129907345,0.1416587474,0.3809928897,0.07682467553,0.9225216400103039,-0.19855973237124008
track_selection,positive,positive charged particles,thrust,v2{2},0_10,0.3910287712,0.0002485713299,0.395654336,0.0002203147198,1.0118292185656952,13.925964330184874
track_selection,positive,positive charged particles,thrust,v2{2},10_15,0.3949036067,0.00036380324,0.4023403472,0.000273141808,1.0188317867292853,16.34708090177296
track_selection,positive,positive charged particles,thrust,v2{2},15_20,0.3697572559,0.00145080408,0.3821505701,0.001441356701,1.0335174334032586,6.060070944864645
track_selection,positive,positive charged particles,thrust,v2{2},20_25,0.336248009,0.0104680025,0.3357715308,0.009927234357,0.9985829560703807,-0.03302757411471359
track_selection,positive,positive charged particles,thrust,v2{2},25_30,0.3439739422,0.2016224178,0.2402926639,0.1219042395,0.698578102640939,-0.44005398214652447
track_selection,positive,positive charged particles,thrust,v2{4},0_10,0.2115208659,0.004138012208,0.2041252995,0.003553976867,0.9650362323899696,-1.3558121326266668
track_selection,positive,positive charged particles,thrust,v2{4},10_15,0.3084388074,0.001077202806,0.3140676587,0.001023374171,1.0182494911955102,3.788380778863006
track_selection,positive,positive charged particles,thrust,v2{4},15_20,0.3062429329,0.002823814247,0.3099333446,0.002460713573,1.0120506020010103,0.9852827281635187
track_selection,positive,positive charged particles,thrust,v2{4},20_25,0.267242343,0.03523823148,0.2596263982,0.0293599946,0.9715017286762824,-0.1660456582014976
track_selection,positive,positive charged particles,thrust,v2{4},25_30,0.3538467506,0.1679900078,0.332372616,0.09936120008,0.939312330652783,-0.11002501207373384
track_selection,positive,positive charged particles,thrust,v2{6},10_15,0.2663929425,0.002801940848,0.271168673,0.002989908398,1.0179273912258393,1.1654911223311155
track_selection,positive,positive charged particles,thrust,v2{6},15_20,0.2902382129,0.004029099156,0.290648769,0.003879828288,1.001414548745659,0.0733994115012546
track_selection,positive,positive charged particles,thrust,v2{8},15_20,0.2861177187,0.00492595111,0.2828773759,0.004812923194,0.9886747915692786,-0.47050901351713287
track_selection,negative,negative charged particles,beam,v2{2},0_10,0.7046796669,0.0001206944929,0.7068429258,0.0001468882765,1.0030698471966937,11.378746950282745
track_selection,negative,negative charged particles,beam,v2{2},10_15,0.6107351227,0.0002212954793,0.6138609669,0.0002076418516,1.0051181667531761,10.300743473959924
track_selection,negative,negative charged particles,beam,v2{2},15_20,0.4989438222,0.0009092074304,0.5025831839,0.0008647274419,1.0072941311988852,2.900454560467504
track_selection,negative,negative charged particles,beam,v2{2},20_25,0.4067995107,0.009471714643,0.4096113339,0.01092654213,1.0069120614111888,0.19445010785627112
track_selection,negative,negative charged particles,beam,v2{4},0_10,0.6921041235,0.0001237717596,0.6941928978,0.000163470306,1.0030180058593454,10.187083972141712
track_selection,negative,negative charged particles,beam,v2{4},10_15,0.5759551035,0.0002810211773,0.5789629889,0.0002319645049,1.0052224303278527,8.254566001194009
track_selection,negative,negative charged particles,beam,v2{4},15_20,0.4325544247,0.001898146982,0.4349209341,0.00148276764,1.0054710095767516,0.9825072663195653
track_selection,negative,negative charged particles,beam,v2{4},20_25,0.3031535782,0.02556185654,0.3227431574,0.01223267925,1.0646193236982877,0.6912810284263531
track_selection,negative,negative charged particles,beam,v2{6},0_10,0.6909444286,0.0001257820819,0.6930363804,0.000163857593,1.0030276701184764,10.127169956751452
track_selection,negative,negative charged particles,beam,v2{6},10_15,0.5707264722,0.0003101386709,0.5737045969,0.0002447876748,1.005218129603346,7.5375757283553515
track_selection,negative,negative charged particles,beam,v2{6},15_20,0.4219978612,0.002108259858,0.4244722908,0.001760042614,1.00586360696939,0.9009841800655553
track_selection,negative,negative charged particles,beam,v2{6},20_25,0.2481716329,0.1064853533,0.3095144642,0.01503411031,1.2471790614550935,0.5704112592525983
track_selection,negative,negative charged particles,beam,v2{8},0_10,0.6907355455,0.0001257898609,0.6928273172,0.0001634382307,1.003028324969849,10.142390496677919
track_selection,negative,negative charged particles,beam,v2{8},10_15,0.5697748574,0.0003165419708,0.5727583535,0.0002485984078,1.0052362719436487,7.412555938590325
track_selection,negative,negative charged particles,beam,v2{8},15_20,0.4198591881,0.002194659184,0.4223124759,0.001863746222,1.00584312043069,0.8520580164731747
track_selection,negative,negative charged particles,thrust,v2{2},0_10,0.3906730512,0.0002927063366,0.3957037202,0.0002609543313,1.0128769286352044,12.828741614247562
track_selection,negative,negative charged particles,thrust,v2{2},10_15,0.3948118534,0.0003432128305,0.4025629826,0.0002773071359,1.0196324632435667,17.566626338596645
track_selection,negative,negative charged particles,thrust,v2{2},15_20,0.3718174385,0.001054335775,0.3818812606,0.00147433444,1.0270665683153535,5.552343953792914
track_selection,negative,negative charged particles,thrust,v2{2},20_25,0.3276698982,0.00886854967,0.3340777934,0.01021681098,1.0195559471138507,0.47364072862224543
track_selection,negative,negative charged particles,thrust,v2{4},0_10,0.2024852507,0.003831457984,0.2065981687,0.004211555053,1.0203121856321953,0.7223735854056067
track_selection,negative,negative charged particles,thrust,v2{4},10_15,0.3078568159,0.0009977314086,0.3149736569,0.0008147563845,1.0231173735075325,5.524911672154888
track_selection,negative,negative charged particles,thrust,v2{4},15_20,0.3000783114,0.002040985778,0.3110849606,0.003044573529,1.0366792559870424,3.002862639444614
track_selection,negative,negative charged particles,thrust,v2{4},20_25,0.2299167908,0.04236059216,0.2712495107,0.02295279971,1.1797725157705183,0.85789266256608
track_selection,negative,negative charged particles,thrust,v2{6},10_15,0.2552836141,0.004372346839,0.2711261448,0.002344776964,1.0620585490998031,3.193163415842094
track_selection,negative,negative charged particles,thrust,v2{6},15_20,0.2865917298,0.003695449692,0.291249001,0.004845021763,1.0162505429003488,0.7643031271281567
track_selection,negative,negative charged particles,thrust,v2{6},20_25,0.2361303369,0.04559915648,0.2374989688,0.04918523231,1.0057960866780942,0.02040582871156657
track_selection,negative,negative charged particles,thrust,v2{8},15_20,0.2834118841,0.004563765694,0.2860882802,0.00686805979,1.0094434857892396,0.32456499004253747
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{2},0_10,0.5006737368,0.002381005808,0.5080501674,0.002356343642,1.014733008859513,2.202013372793501
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{2},10_15,0.4912089497,0.0005929095674,0.4943112681,0.0005828550015,1.0063156797161263,3.7313425335106363
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{2},15_20,0.4874332163,0.0003399453039,0.4901123106,0.0004317992693,1.0054963310057865,4.875002926206052
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{2},20_25,0.4839715982,0.0003203098079,0.4861062319,0.0002319934386,1.0044106590302802,5.39731981584765
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{2},25_30,0.4747000989,0.0005787914604,0.4767914846,0.0006807492761,1.004405698892514,2.3405540072752893
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{2},30_35,0.4540669355,0.001339610325,0.4631972232,0.001386469998,1.0201078012649085,4.735836062001333
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{2},35_40,0.4310256844,0.0027736906,0.4301270293,0.005625840027,0.997915077610164,-0.14327054170307682
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{2},40_999,0.4335915289,0.0233638523,0.4259910649,0.01648186945,0.9824709121525459,-0.2658217325508985
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{4},0_10,0.4345546658,0.006271437465,0.4474680195,0.003757459001,1.0297162928310226,1.7663124240334178
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{4},10_15,0.4344356919,0.0008805260302,0.4378970715,0.0008451192799,1.007967530441299,2.8360984018420776
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{4},15_20,0.4353533631,0.0006176726917,0.4367775903,0.0005285191515,1.0032714280414847,1.7519719787443517
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{4},20_25,0.432776737,0.0004502391457,0.4341926401,0.0005195764895,1.0032716710001905,2.0594545333854724
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{4},25_30,0.4206472716,0.0007511821796,0.4218886049,0.0009146968928,1.0029510076109098,1.0487641946245567
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{4},30_35,0.3923551161,0.0018963769,0.4015003788,0.002158558749,1.0233086362958732,3.182887626368735
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{4},35_40,0.3562107233,0.004419242123,0.3594140774,0.007427206567,1.00899286262447,0.3706506030409099
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{4},40_999,0.355171521,0.03194809458,0.3434966314,0.0271888144,0.9671288689838394,-0.278296189461346
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{6},0_10,0.429655763,0.007331869471,0.4410359829,0.004591314862,1.0264868317383653,1.3155094493112296
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{6},10_15,0.4299186113,0.0008852862358,0.4332386322,0.0008715951886,1.0077224405102185,2.672392092027705
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{6},15_20,0.4310422349,0.0006378686518,0.4325426108,0.0005682051847,1.0034808094857528,1.7563777351661802
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{6},20_25,0.4283008293,0.0004829799722,0.4296431947,0.0005036764499,1.003134164839685,1.9236421063271394
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{6},25_30,0.414954887,0.0008485431326,0.4163211198,0.0009602585539,1.0032924851418847,1.066159070089702
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{6},30_35,0.3846784819,0.002121445602,0.3938257276,0.00244577881,1.0237789378153415,2.8252748061970507
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{6},35_40,0.3442896619,0.005280249339,0.3480153911,0.007718497329,1.0108214960026367,0.39839685308157397
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{6},40_999,0.3414847767,0.03663132442,0.3239677593,0.03808324201,0.9487033724628111,-0.33150332707817926
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{8},0_10,0.4307741777,0.007749872081,0.4395734795,0.004518696428,1.0204267160278302,0.9808589616550577
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{8},10_15,0.4293953491,0.0009323892181,0.4325358215,0.0008587776256,1.0073137084660613,2.477464801162226
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{8},15_20,0.4303575896,0.0006351404319,0.4318649193,0.0005881169899,1.003502505210611,1.7413446990840422
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{8},20_25,0.427536197,0.0005010906006,0.4288600649,0.0005049590754,1.0030965048323148,1.8609598936266927
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{8},25_30,0.4138845,0.0008789236436,0.4152590134,0.0009831953021,1.0033210071892038,1.0422616066304782
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{8},30_35,0.382999644,0.002201375033,0.3921101991,0.002538111369,1.023787372241004,2.7116595224422007
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{8},35_40,0.3411774033,0.005797459794,0.3449262481,0.007802766434,1.0109879633403025,0.3856523877068792
event_shape,thrustlt0p90,Thrust<0.90,beam,v2{8},40_999,0.3401225874,0.03777037663,0.3189691706,0.04462097895,0.9378064921777083,-0.3618410268780361
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{2},0_10,0.5053763987,0.003551028933,0.5132512518,0.002926637994,1.0155821544501422,1.7113174668488764
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{2},10_15,0.4730711961,0.0006705177072,0.4792491203,0.0006699681827,1.0130591848561714,6.517713854837882
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{2},15_20,0.4488058694,0.0003361171194,0.4553181907,0.0003958709954,1.01451033006477,12.540202649329721
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{2},20_25,0.4223145183,0.0004202929536,0.4305062336,0.0003724643153,1.019397190825869,14.586820705068709
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{2},25_30,0.3953448304,0.0006328423029,0.4051709524,0.0004558056671,1.0248545604859893,12.599164334785069
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{2},30_35,0.3697585733,0.001180933875,0.3829258379,0.001442210329,1.0356104375957684,7.063902390961621
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{2},35_40,0.3519568551,0.003627959129,0.3532082903,0.003876517763,1.0035556494549436,0.2357028610237105
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{2},40_999,0.3177590485,0.02558236733,0.3222724446,0.02439634612,1.014203831869795,0.12767654601394907
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{4},0_10,0.4620300698,0.005471454437,0.4671414317,0.005906445691,1.011062833858871,0.6348517998480347
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{4},10_15,0.4421146536,0.0009343443492,0.4449690272,0.000750892032,1.0064561841069002,2.3812603578770126
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{4},15_20,0.4098194015,0.0003939932651,0.4160688381,0.0005488276771,1.0152492453435005,9.250129718665244
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{4},20_25,0.3738693783,0.0005098925451,0.3807636051,0.0005308925561,1.0184402018462928,9.365934399862065
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{4},25_30,0.3374209482,0.0009936912552,0.3464953146,0.001237352898,1.0268933107099838,5.718055862059567
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{4},30_35,0.2999138117,0.003309291165,0.3122708134,0.002928579286,1.041201842722604,2.7963040642716863
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{4},35_40,0.2923014336,0.007450887202,0.2768526667,0.009293357488,0.9471478237046869,-1.2969697375041793
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{6},0_10,0.4631236144,0.004500025503,0.4760963833,0.003428746289,1.0280114606481616,2.2930492412439767
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{6},10_15,0.440367736,0.0009123976843,0.4446567127,0.000738658296,1.0097395343695206,3.653554479105258
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{6},15_20,0.4070235325,0.0004422375941,0.4138793656,0.0005592153363,1.016843824871477,9.616165758339438
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{6},20_25,0.3691205819,0.0005327769112,0.3760417684,0.0005689718601,1.0187504756965164,8.879300224821376
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{6},25_30,0.3292280929,0.001184128858,0.3394535906,0.001406171753,1.0310590071762373,5.562365277509513
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{6},30_35,0.2881671169,0.004348339548,0.3020363282,0.003706678355,1.0481290559769625,2.427317897618749
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{6},35_40,0.2829028394,0.008590412523,0.2661068536,0.01192719433,0.9406298436748741,-1.1426814983484388
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{8},0_10,0.4657521204,0.004538850725,0.4750621221,0.004076927742,1.0199891772731047,1.5259733801586444
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{8},10_15,0.4398661962,0.0008779873486,0.44391706,0.0007313545848,1.0092093091831,3.545023094417875
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{8},15_20,0.4062875671,0.0004101764745,0.4131464057,0.0005224080049,1.016881733913142,10.326545131020236
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{8},20_25,0.3681037306,0.0005454252545,0.3750589822,0.0005942762356,1.0188948142108287,8.622598067246601
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{8},25_30,0.3275719585,0.001198438896,0.3379960256,0.001433010683,1.0318222205213576,5.580054741931258
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{8},30_35,0.2853464004,0.004732944993,0.2990538497,0.004263018905,1.0480379261164143,2.151950159986071
event_shape,thrustlt0p90,Thrust<0.90,thrust,v2{8},35_40,0.2803990456,0.009407748363,0.2662871632,0.01342708125,0.9496721453890712,-0.860749115819165
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{2},0_10,0.4875650295,0.005820689773,0.4953926232,0.006244624655,1.0160544608952518,0.9169311084428574
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{2},10_15,0.4573263669,0.001224130676,0.4588642317,0.000745989638,1.0033627293576455,1.0727848169480168
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{2},15_20,0.4366829744,0.0005946442071,0.4398656992,0.00053807038,1.007288410555445,3.9687394218562075
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{2},20_25,0.4217144319,0.0005089538324,0.4247258413,0.0003799414891,1.0071408734731517,4.741409724588829
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{2},25_30,0.410362569,0.000553074551,0.4132199728,0.0007596982735,1.006963119972085,3.0407671806251253
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{2},30_35,0.397100784,0.001226824919,0.4050985216,0.0014572462,1.0201403218584428,4.198495202134486
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{2},35_40,0.3850518314,0.002485098764,0.3866688976,0.004926264711,1.004199606567564,0.2930747278687472
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{2},40_999,0.3985922013,0.01743982524,0.3842598643,0.01765565124,0.964042605567155,-0.5775274803914857
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{4},0_10,0.4001238877,0.01160195128,0.4260443196,0.009934780307,1.0647810158223652,1.6969931392331392
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{4},10_15,0.3834781909,0.002323250934,0.382021194,0.001576459394,0.9962005742840798,-0.5189441274632612
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{4},15_20,0.3644140774,0.001068496496,0.3649045737,0.001065941507,1.0013459861471312,0.32498766504703847
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{4},20_25,0.3525401281,0.000937863739,0.3546742848,0.0007261073385,1.0060536561086022,1.7993141578572887
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{4},25_30,0.3458779872,0.0008757428244,0.3460463769,0.001005268686,1.000486847114392,0.12630247579776444
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{4},30_35,0.33500796,0.002186198745,0.3399503055,0.002614683814,1.0147529196022687,1.4501205925555827
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{4},35_40,0.3161602643,0.004007001287,0.3226064413,0.006115412667,1.0203889537297557,0.8816795654667494
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{4},40_999,0.3356778719,0.02557761489,0.3004612208,0.03299227897,0.8950879576879253,-0.8435991512828221
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{6},0_10,0.3952869585,0.01662409332,0.4141209195,0.01178042097,1.0476462999727323,0.9243682192632088
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{6},10_15,0.3743879015,0.002643764914,0.3710927434,0.001888248094,0.9911985454476551,-1.0142562139939366
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{6},15_20,0.3569228442,0.001316744028,0.3572813127,0.001172583352,1.0010043305039875,0.2033091586895444
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{6},20_25,0.3472969438,0.001025273307,0.3488104973,0.0007086997765,1.004358096225781,1.2143683316856009
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{6},25_30,0.340653326,0.001108989936,0.3409844221,0.001220445495,1.0009719444218785,0.20078064258612197
event_shape,thrustlt0p85,Thrust<0.85,beam,v2{6},30_35,0.3294222006,0.002572110308,0.3339434055,0.003083594619,1.0137246515012202,1.1259358765247882
