sample,shoving_setting,axis,bin_scheme,multiplicity_bin,multiplicity_bin_text,n,number_of_events,number_of_valid_pairs,VnDelta,statistical_uncertainty,signed_vn_proxy
Pythia qqbar 200 GeV no shoving,no_shoving,thrust,standard,35_40,"[35,40)",2,203070.0,42965796.0,0.05113768789690293,0.00057946154974066,0.2261364364645886
Pythia qqbar 200 GeV no shoving,no_shoving,thrust,standard,35_40,"[35,40)",3,203070.0,42965796.0,-0.01931852713792385,0.0002886155493667929,-0.1389911045280375
Pythia qqbar 200 GeV no shoving,no_shoving,thrust,standard,40_999,"[40,inf)",1,91793.0,30887722.0,-0.07862880151087218,0.00046475454780180094,-0.280408276466427
Pythia qqbar 200 GeV no shoving,no_shoving,thrust,standard,40_999,"[40,inf)",2,91793.0,30887722.0,0.032529031017331095,0.0007062828062532362,0.18035806335545715
Pythia qqbar 200 GeV no shoving,no_shoving,thrust,standard,40_999,"[40,inf)",3,91793.0,30887722.0,-0.011067768145387995,0.000280499157897966,-0.1052034607101306
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,30_35,"[30,35)",1,488833.0,63063164.0,-0.42296054753484935,0.0006950325507591362,-0.6503541708445094
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,30_35,"[30,35)",2,488833.0,63063164.0,0.24132747128031826,0.0005605631573946796,0.49125092496637424
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,30_35,"[30,35)",3,488833.0,63063164.0,-0.13117424954758058,0.00037906688073020595,-0.36217985800922253
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,35_40,"[35,40)",1,200998.0,32040408.0,-0.34671204056287297,0.0006806402171876109,-0.5888225883599176
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,35_40,"[35,40)",2,200998.0,32040408.0,0.17066932932786,0.0006701994624480106,0.4131214462211566
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,35_40,"[35,40)",3,200998.0,32040408.0,-0.07631293682268342,0.0005456883562784069,-0.27624796256747924
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,40_45,"[40,45)",1,67369.0,12719586.0,-0.28347922895218447,0.001658124860431981,-0.5324276748556412
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,40_45,"[40,45)",2,67369.0,12719586.0,0.11661094849813508,0.0014358341777041348,0.34148345274425096
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,40_45,"[40,45)",3,67369.0,12719586.0,-0.0426987026334898,0.0011599313004285014,-0.20663664397557807
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,45_50,"[45,50)",1,18492.0,4053424.0,-0.23322378010146483,0.0028105844380343146,-0.4829324798576555
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,45_50,"[45,50)",2,18492.0,4053424.0,0.08049063088931728,0.0026493427339028793,0.2837087078136963
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,45_50,"[45,50)",3,18492.0,4053424.0,-0.02112394959007249,0.0015518811688714454,-0.14534080497256263
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,50_999,"[50,inf)",1,5261.0,1326454.0,-0.18214142060908256,0.005582440970941376,-0.4267802954789297
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,50_999,"[50,inf)",2,5261.0,1326454.0,0.05022666577432765,0.003813046277444012,0.224113064711381
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,high_multiplicity,50_999,"[50,inf)",3,5261.0,1326454.0,-0.012608530427932519,0.0026803771794523946,-0.11228771272019267
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,0_10,"[0,10)",1,62594.0,719488.0,-0.6399975673738826,0.001997254845150947,-0.7999984796072319
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,0_10,"[0,10)",2,62594.0,719488.0,0.5304922405142268,0.002181321416631063,0.7283489826410323
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,0_10,"[0,10)",3,62594.0,719488.0,-0.4373668242389032,0.001802666343042551,-0.661337148691122
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,10_15,"[10,15)",1,560546.0,15268350.0,-0.6739270548761982,0.0005848221410293647,-0.8209306029599568
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,10_15,"[10,15)",2,560546.0,15268350.0,0.5479087189059066,0.0006299207758727766,0.7402085644640345
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,10_15,"[10,15)",3,560546.0,15268350.0,-0.4426582821487587,0.00046786293422301534,-0.6653256962937466
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,15_20,"[15,20)",1,1289261.0,61476784.0,-0.6513234598517711,0.00043836500794098855,-0.8070461324185694
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,15_20,"[15,20)",2,1289261.0,61476784.0,0.509008877244945,0.0004518322739620807,0.7134485806594228
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,15_20,"[15,20)",3,1289261.0,61476784.0,-0.3940382297624742,0.0004586991744747287,-0.6277246448582963
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,20_25,"[20,25)",1,1366135.0,98743988.0,-0.5907186967673413,0.0003774001740823803,-0.7685822641509114
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,20_25,"[20,25)",2,1366135.0,98743988.0,0.43047225260944494,0.00036306275480349536,0.656103842855264
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,20_25,"[20,25)",3,1366135.0,98743988.0,-0.3077707444325623,0.0004554766369833715,-0.5547708936421974
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,25_30,"[25,30)",1,940511.0,94035110.0,-0.5073434229076778,0.00029415102381844194,-0.7122804383862285
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,25_30,"[25,30)",2,940511.0,94035110.0,0.3324026182715158,0.0003619614163139567,0.5765436828823257
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,25_30,"[25,30)",3,940511.0,94035110.0,-0.21081711348293208,0.00033533340675075726,-0.459148247827357
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,30_35,"[30,35)",1,488833.0,63063164.0,-0.42296054753484935,0.0006950325507591362,-0.6503541708445094
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,30_35,"[30,35)",2,488833.0,63063164.0,0.24132747128031826,0.0005605631573946796,0.49125092496637424
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,30_35,"[30,35)",3,488833.0,63063164.0,-0.13117424954758058,0.00037906688073020595,-0.36217985800922253
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,35_40,"[35,40)",1,200998.0,32040408.0,-0.34671204056287297,0.0006806402171876109,-0.5888225883599176
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,35_40,"[35,40)",2,200998.0,32040408.0,0.17066932932786,0.0006701994624480106,0.4131214462211566
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,35_40,"[35,40)",3,200998.0,32040408.0,-0.07631293682268342,0.0005456883562784069,-0.27624796256747924
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,40_999,"[40,inf)",1,91122.0,18099464.0,-0.26479764900435726,0.001502139307452558,-0.5145849288546617
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,40_999,"[40,inf)",2,91122.0,18099464.0,0.10365660578169608,0.001268441492866768,0.321957459583865
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,standard,40_999,"[40,inf)",3,91122.0,18099464.0,-0.0356617621438237,0.00087132425706975,-0.18884322106928728
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",1,488833.0,68078262.0,-0.16067610531978624,0.0003695593435404071,-0.4008442407217375
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",2,488833.0,68078262.0,0.07472728837573733,0.00054848643568515,0.273362924288824
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,30_35,"[30,35)",3,488833.0,68078262.0,-0.03072350327976939,0.00018814275039791595,-0.1752812119988032
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",1,200998.0,42118874.0,-0.12264295284363491,0.0004684187070230033,-0.3502041588040252
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",2,200998.0,42118874.0,0.05404536038840924,0.00044211516202856914,0.23247658030091814
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,35_40,"[35,40)",3,200998.0,42118874.0,-0.020480697395272248,0.0002912367245587171,-0.14311078713804998
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",1,67369.0,20037420.0,-0.09085436541675526,0.0004714151212749146,-0.3014205789536528
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",2,67369.0,20037420.0,0.03918408998710413,0.0011913232070338022,0.19794971580455512
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,40_45,"[40,45)",3,67369.0,20037420.0,-0.013558297006954986,0.000427365804242718,-0.11644010051075611
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",1,18492.0,7412744.0,-0.06734085226867406,0.0007964109303489208,-0.25950116043801047
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",2,18492.0,7412744.0,0.029280435519409547,0.0017772158217453382,0.17111526968511473
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,45_50,"[45,50)",3,18492.0,7412744.0,-0.00926298366743948,0.0007027686145844834,-0.09624439551183996
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",1,5261.0,2821872.0,-0.04645002428374497,0.001668243475825083,-0.21552267695939786
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",2,5261.0,2821872.0,0.019874606340319477,0.0034623741204522413,0.14097732562479498
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,high_multiplicity,50_999,"[50,inf)",3,5261.0,2821872.0,-0.004158223077169801,0.001267447472849581,-0.06448428550561602
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,0_10,"[0,10)",1,62594.0,373876.0,-0.19722453702297016,0.0013075101833280429,-0.4440996926625486
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,0_10,"[0,10)",2,62594.0,373876.0,0.08505219394031711,0.0017856776768622711,0.2916370928745469
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,0_10,"[0,10)",3,62594.0,373876.0,-0.03327343212639217,0.0013684862957812,-0.1824100658581981
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,10_15,"[10,15)",1,560546.0,7789554.0,-0.22101157386135328,0.0005076677348234701,-0.4701186806130483
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,10_15,"[10,15)",2,560546.0,7789554.0,0.10163076542351462,0.0005778881586823536,0.3187958052163087
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,10_15,"[10,15)",3,560546.0,7789554.0,-0.042741590051214744,0.0003634367862449847,-0.20674039288734736
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,15_20,"[15,20)",1,1289261.0,36217266.0,-0.2396152474654492,0.00020544656192058843,-0.48950510463676394
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,15_20,"[15,20)",2,1289261.0,36217266.0,0.11627241126213116,0.00023959925115718723,0.3409874063101615
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,15_20,"[15,20)",3,1289261.0,36217266.0,-0.05221184432430653,0.00013928532209329033,-0.22849911230529218
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,20_25,"[20,25)",1,1366135.0,70992234.0,-0.23330178606916357,0.0002618324139725397,-0.4830132359150871
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,20_25,"[20,25)",2,1366135.0,70992234.0,0.11455485582384968,0.00022047049898710357,0.3384595335100633
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,20_25,"[20,25)",3,1366135.0,70992234.0,-0.052001603097685305,9.201113248685772e-05,-0.2280386000169386
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,25_30,"[25,30)",1,940511.0,82811144.0,-0.20159209807607537,0.0002986342012660682,-0.44899008683497166
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,25_30,"[25,30)",2,940511.0,82811144.0,0.09743505711371407,0.0003418096858251225,0.31214589075256793
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,25_30,"[25,30)",3,940511.0,82811144.0,-0.042275762313113315,0.00020563306145476382,-0.20561070573565307
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,30_35,"[30,35)",1,488833.0,68078262.0,-0.16067610531978624,0.0003695593435404071,-0.4008442407217375
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,30_35,"[30,35)",2,488833.0,68078262.0,0.07472728837573733,0.00054848643568515,0.273362924288824
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,30_35,"[30,35)",3,488833.0,68078262.0,-0.03072350327976939,0.00018814275039791595,-0.1752812119988032
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,35_40,"[35,40)",1,200998.0,42118874.0,-0.12264295284363491,0.0004684187070230033,-0.3502041588040252
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,35_40,"[35,40)",2,200998.0,42118874.0,0.05404536038840924,0.00044211516202856914,0.23247658030091814
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,35_40,"[35,40)",3,200998.0,42118874.0,-0.020480697395272248,0.0002912367245587171,-0.14311078713804998
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,40_999,"[40,inf)",1,91122.0,30272036.0,-0.0809573429492486,0.00038810097683595647,-0.28453003874678784
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,40_999,"[40,inf)",2,91122.0,30272036.0,0.0349589976784581,0.0009728577878273663,0.18697325391204514
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,standard,40_999,"[40,inf)",3,91122.0,30272036.0,-0.011630251479854213,0.0002931940302007753,-0.1078436436692224
