sample,shoving_setting,axis,observable_type,case,gap_value,multiplicity_bin,multiplicity_bin_text,number_of_events,number_of_valid_pairs,signed_c2_2,statistical_uncertainty,v2_2_if_c2_positive,v2_2_from_summary,note
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0.0,10_15,"[10,15)",560546.0,7502260.0,0.6387835102009262,0.000575073289453783,0.799239332240929,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0.0,15_20,"[15,20)",1289261.0,37720042.0,0.5954319605654204,0.00034369357883354176,0.771642378673839,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0.0,20_25,"[20,25)",1366135.0,76274000.0,0.5329704213264022,0.00030761974603229824,0.7300482321918205,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0.0,25_30,"[25,30)",940511.0,89194870.0,0.46655831547946647,0.0002924472699240129,0.6830507415115413,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0.0,30_35,"[30,35)",488833.0,71540450.0,0.40399438656536263,0.0004754490688974012,0.635605527481757,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0.0,35_40,"[35,40)",200998.0,42356548.0,0.35073440091213287,0.0006037024303467577,0.5922283351141964,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0.0,40_999,"[40,inf)",91122.0,28721008.0,0.29006453275292426,0.0006585252747898365,0.5385763945374178,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,0_10,"[0,10)",62594.0,1580700.0,0.5046744142031379,0.001303271497130664,0.710404401874832,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,10_15,"[10,15)",560546.0,31292232.0,0.5230892307435916,0.0005238378961386576,0.7232490793243995,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,15_20,"[15,20)",1289261.0,125105256.0,0.484870318693245,0.00031169274466880576,0.6963263018824185,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,20_25,"[20,25)",1366135.0,205792570.0,0.41247816417963973,0.00029388999329901485,0.6422446295451911,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,25_30,"[25,30)",940511.0,204224282.0,0.32737213776900437,0.0002537065183893037,0.5721644324571429,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,30_35,"[30,35)",488833.0,144106590.0,0.25029147828902204,0.0003637685401753131,0.5002913933789208,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,35_40,"[35,40)",200998.0,77032990.0,0.1887783342405637,0.0005779418407968856,0.43448628774745435,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1.0,40_999,"[40,inf)",91122.0,46881236.0,0.12678038045355716,0.0008764109821062124,0.35606232664177934,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,0_10,"[0,10)",62594.0,1151044.0,0.5114308971410302,0.0016614310465655968,0.715143969520145,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,10_15,"[10,15)",560546.0,20739434.0,0.5328475205965602,0.0005114251243971668,0.7299640543181288,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,15_20,"[15,20)",1289261.0,75809434.0,0.4938641589317235,0.0004086598194471539,0.7027546932833131,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,20_25,"[20,25)",1366135.0,114309038.0,0.4152205033151447,0.0003350190474159314,0.6443760573726686,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,25_30,"[25,30)",940511.0,104459170.0,0.31962271945718124,0.00037039011204942476,0.565351854562432,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,30_35,"[30,35)",488833.0,68080190.0,0.23193420864097175,0.0005742091226915746,0.48159548237184674,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,35_40,"[35,40)",200998.0,33873114.0,0.16487581957894393,0.0006900613467491517,0.40604903592909064,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,40_999,"[40,inf)",91122.0,18830468.0,0.10052202070352154,0.0012449164546694642,0.31705207885065434,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,0_10,"[0,10)",62594.0,920610.0,0.5103356761849209,0.0017295906688653427,0.7143778245332933,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,10_15,"[10,15)",560546.0,15411258.0,0.5313087905366324,0.0005703875134640097,0.7289093157153587,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,15_20,"[15,20)",1289261.0,52530178.0,0.4895710773871735,0.0005099818919569838,0.6996935596296235,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,20_25,"[20,25)",1366135.0,73996870.0,0.4057404578790968,0.0003091271915524427,0.6369775960574255,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,25_30,"[25,30)",940511.0,63399660.0,0.3036954485236987,0.0005305413003335711,0.551085699799676,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,30_35,"[30,35)",488833.0,38731526.0,0.21104237012050595,0.0008092366952354576,0.45939348071180325,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,35_40,"[35,40)",200998.0,18129240.0,0.14342397987863806,0.0010060177801725358,0.37871358554802076,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2.0,40_999,"[40,inf)",91122.0,9367534.0,0.08190582864171082,0.001479311250175666,0.28619194370511347,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,0_10,"[0,10)",62594.0,681138.0,0.5022355766060622,0.002029633187997678,0.7086858095136817,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,10_15,"[10,15)",560546.0,10279984.0,0.5206146786278072,0.0006367788966830927,0.7215363321606246,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,15_20,"[15,20)",1289261.0,31733546.0,0.4726908190446161,0.0006525648087693346,0.6875251406636823,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,20_25,"[20,25)",1366135.0,40506808.0,0.3790635084377174,0.0005041733491448245,0.6156813367625474,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,25_30,"[25,30)",940511.0,31664758.0,0.270167294600483,0.0007697913709769799,0.5197761966466751,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,30_35,"[30,35)",488833.0,17656654.0,0.1746551077282253,0.0009683540489064529,0.4179175848516371,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,35_40,"[35,40)",200998.0,7528414.0,0.11099298818699396,0.0014104505941383192,0.3331561018306493,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,40_999,"[40,inf)",91122.0,3524062.0,0.05560438673778725,0.001854492417435388,0.23580582422363372,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,0_10,"[0,10)",62594.0,493444.0,0.4871365515764707,0.0019153993074702044,0.6979516828380534,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,10_15,"[10,15)",560546.0,6603716.0,0.5009943546697041,0.0008413746899208817,0.7078095468907608,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,15_20,"[15,20)",1289261.0,18185438.0,0.4437111104440817,0.0008285739088009586,0.6661164391036163,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,20_25,"[20,25)",1366135.0,20745136.0,0.3382154885506656,0.0007212327345993951,0.5815629704087646,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,25_30,"[25,30)",940511.0,14564298.0,0.22422351470733434,0.001069572135567348,0.4735224542799785,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,30_35,"[30,35)",488833.0,7334404.0,0.13152282489299744,0.0010376372014363367,0.3626607573104615,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,35_40,"[35,40)",200998.0,2802770.0,0.07539339323740442,0.0021702608885274203,0.27457857388624557,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3.0,40_999,"[40,inf)",91122.0,1174612.0,0.030860872763420602,0.002526878528094481,0.17567262952270227,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,0_10,"[0,10)",62594.0,927096.0,0.6040493117162624,0.0012651637714120433,0.7772060934631576,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,10_15,"[10,15)",560546.0,20567658.0,0.6120258309469168,0.0003841722623982835,0.7823207979767103,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,15_20,"[15,20)",1289261.0,88452663.0,0.5738462570630576,0.00023567886210570517,0.7575264068420702,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,20_25,"[20,25)",1366135.0,152881056.0,0.5055725180283945,0.00018113586324421498,0.7110362283515479,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,25_30,"[25,30)",940511.0,157196302.0,0.42309258279485484,0.00022437725399836512,0.6504556731975323,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,30_35,"[30,35)",488833.0,114742458.0,0.3435490249551739,0.00043024912465919855,0.5861305528251994,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,35_40,"[35,40)",200998.0,63366494.0,0.2760520597375957,0.0005527070882137817,0.5254065661348322,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p0_vs_eta_gt_0p0,0.0,40_999,"[40,inf)",91122.0,40502977.0,0.20448531830482486,0.0007162042135268249,0.4522005288639376,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,0_10,"[0,10)",62594.0,585286.0,0.6191306474661961,0.0014531365305396537,0.7868485543395223,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,10_15,"[10,15)",560546.0,11471572.0,0.6328785400634717,0.00047905953248690927,0.7955366365312609,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,15_20,"[15,20)",1289261.0,43609740.0,0.5943149261387479,0.0002738834918411526,0.77091823570256,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,20_25,"[20,25)",1366135.0,66120413.0,0.5180230486840728,0.0002704765128286276,0.7197381806490974,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,25_30,"[25,30)",940511.0,59528461.0,0.41909911216669954,0.0003150835800366731,0.6473786466718682,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,30_35,"[30,35)",488833.0,38201270.0,0.32017812708907323,0.0005846886409754541,0.5658428466359482,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,35_40,"[35,40)",200998.0,18671675.0,0.23682093435414875,0.0007351628484945618,0.48664251186486857,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p5_vs_eta_gt_0p5,0.5,40_999,"[40,inf)",91122.0,10316268.0,0.15160290205580157,0.0011434581296453146,0.3893621733756395,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,0_10,"[0,10)",62594.0,431806.0,0.6184096635780884,0.001909012050888514,0.7863902743409842,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,10_15,"[10,15)",560546.0,7644903.0,0.6329024652478913,0.0005193334814737832,0.7955516735246626,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,15_20,"[15,20)",1289261.0,26371919.0,0.5917422967368056,0.0004648180531154388,0.7692478773040622,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,20_25,"[20,25)",1366135.0,36178984.0,0.5085683220758769,0.0003136920009932103,0.7131397633534936,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,25_30,"[25,30)",940511.0,29313287.0,0.4002200508458502,0.0005496895292794463,0.6326294735829577,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,30_35,"[30,35)",488833.0,16825685.0,0.2917024931345143,0.0010088195730378585,0.5400948927128586,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,35_40,"[35,40)",200998.0,7407485.0,0.20390197209268732,0.0011249274237722002,0.45155505986832584,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_0p8_vs_eta_gt_0p8,0.8,40_999,"[40,inf)",91122.0,3617804.0,0.12174772796903868,0.0017765833390847128,0.3489236706917986,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,0_10,"[0,10)",62594.0,343046.0,0.6121347690977303,0.001815908071992639,0.7823904198657665,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,10_15,"[10,15)",560546.0,5619433.0,0.6255788986698481,0.0005757320245458801,0.7909354579672403,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,15_20,"[15,20)",1289261.0,17931276.0,0.5796663546407963,0.0005176057054587924,0.7613582301655354,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,20_25,"[20,25)",1366135.0,22663768.0,0.4887015371068482,0.00039136064132494226,0.6990719112558079,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,25_30,"[25,30)",940511.0,16908384.0,0.3727990505681087,0.0008228790087192928,0.6105727234065641,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,30_35,"[30,35)",488833.0,8897164.0,0.2590225559988554,0.001155105255495902,0.5089425861517735,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,35_40,"[35,40)",200998.0,3606536.0,0.17141088792988618,0.0017791956463969632,0.41401798020120595,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,beam,two_subevent,eta_lt_minus_1p0_vs_eta_gt_1p0,1.0,40_999,"[40,inf)",91122.0,1608111.0,0.0948659957402443,0.002155176567857842,0.30800323982101924,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,inclusive,inclusive,0.0,0_10,"[0,10)",62594.0,1621846.0,0.07270086432320332,0.0008577758171907907,0.26963097804815256,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,inclusive,inclusive,0.0,10_15,"[10,15)",560546.0,33026876.0,0.09385525898907303,0.0004007944827434474,0.306358056837213,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,inclusive,inclusive,0.0,15_20,"[15,20)",1289261.0,152962552.0,0.12764293001459598,0.00015986125900496834,0.35727150742061137,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,inclusive,inclusive,0.0,20_25,"[20,25)",1366135.0,303500842.0,0.15993894641340073,0.00011933492980876508,0.39992367573500914,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,inclusive,inclusive,0.0,25_30,"[25,30)",940511.0,355622608.0,0.17827912329749857,0.00023070993510681924,0.42223112544849006,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,inclusive,inclusive,0.0,30_35,"[30,35)",488833.0,285787810.0,0.1811720319187162,0.00025279259747402013,0.4256430804309124,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,inclusive,inclusive,0.0,35_40,"[35,40)",200998.0,168807340.0,0.1726257100396819,0.000310153370430667,0.4154825026877569,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,inclusive,inclusive,0.0,40_999,"[40,inf)",91122.0,113789208.0,0.1539856831743657,0.0006129255370090271,0.39241009565805735,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0.0,0_10,"[0,10)",62594.0,68454.0,0.3310410526541911,0.006931184154338376,0.575361671172308,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0.0,10_15,"[10,15)",560546.0,1943408.0,0.34319377037564935,0.000923066574056037,0.5858274237142278,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0.0,15_20,"[15,20)",1289261.0,12268242.0,0.3557391060978419,0.0004180422079397136,0.5964386859500663,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0.0,20_25,"[20,25)",1366135.0,31028610.0,0.35344428481601337,0.00037585505015657147,0.5945118037650837,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0.0,25_30,"[25,30)",940511.0,42775744.0,0.33649511334161714,0.00043351351787436525,0.5800819884650937,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0.0,30_35,"[30,35)",488833.0,38206148.0,0.31050875166033487,0.00038199590614603656,0.5572331214674293,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0.0,35_40,"[35,40)",200998.0,24283854.0,0.27909209115418826,0.0004772672672671603,0.5282916724255534,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0.0,40_999,"[40,inf)",91122.0,17289666.0,0.24038350036455303,0.001086468917124162,0.4902892007423303,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,0_10,"[0,10)",62594.0,1274174.0,0.04736913648460885,0.0011573003022476058,0.21764451861833978,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,10_15,"[10,15)",560546.0,24961534.0,0.05950729341733565,0.0004006127103441744,0.24394116794287848,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,15_20,"[15,20)",1289261.0,108511994.0,0.07445802182126521,0.00011322106713966045,0.2728699723701111,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,20_25,"[20,25)",1366135.0,199374072.0,0.0840506426911419,0.00010522695272183735,0.28991488870208426,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,25_30,"[25,30)",940511.0,217600936.0,0.08379226913784966,0.0002289940148450057,0.2894689433045446,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,30_35,"[30,35)",488833.0,165520024.0,0.07573201015719402,0.0003089350885899525,0.27519449514333316,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,35_40,"[35,40)",200998.0,94176102.0,0.06383497851098148,0.0003400212720118016,0.25265584994411167,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1.0,40_999,"[40,inf)",91122.0,61460906.0,0.049538689770664945,0.0008415257890172209,0.2225728864229984,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,0_10,"[0,10)",62594.0,1113090.0,0.04076130521080056,0.0011705412716989866,0.20189429216993868,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,10_15,"[10,15)",560546.0,21439686.0,0.050613556279355015,0.0003958746540280162,0.2249745680723824,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,15_20,"[15,20)",1289261.0,90839442.0,0.05997211265245333,0.00013361192744439218,0.24489204285246455,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,20_25,"[20,25)",1366135.0,161788268.0,0.06287137098454505,0.00013465393422805916,0.25074164190366355,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,25_30,"[25,30)",940511.0,171111110.0,0.05777197609360959,0.00023599164416409632,0.24035801649541375,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,30_35,"[30,35)",488833.0,126529610.0,0.048545339767221286,0.0003152008077400346,0.22033007004769295,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,35_40,"[35,40)",200998.0,70092094.0,0.03791831203932928,0.0003947139422664056,0.1947262489736021,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,40_999,"[40,inf)",91122.0,43959162.0,0.027280631326914287,0.0009086005308403252,0.16516849374779163,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,0_10,"[0,10)",62594.0,1013060.0,0.03616153052207174,0.0012098374901022499,0.19016185348821077,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,10_15,"[10,15)",560546.0,19292630.0,0.04399147411996187,0.000384485880235575,0.2097414458803073,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,15_20,"[15,20)",1289261.0,80495690.0,0.04977735332542649,0.00015912835647698454,0.22310838918657114,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,20_25,"[20,25)",1366135.0,140853746.0,0.049788087488677794,0.00014524719295225144,0.22313244382804978,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,25_30,"[25,30)",940511.0,146360468.0,0.04392551825294109,0.00024274436471669717,0.2095841555388696,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,30_35,"[30,35)",488833.0,106181776.0,0.03590387703256159,0.00029726147954355385,0.18948318403637193,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,35_40,"[35,40)",200998.0,57506790.0,0.027232818623651227,0.00041306612479369374,0.1650236910981306,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2.0,40_999,"[40,inf)",91122.0,34653440.0,0.019265686264708495,0.0009516794228474102,0.1388008871178729,nan,
Pythia qqbar 200 GeV nominal shoving,nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,0_10,"[0,10)",62594.0,893050.0,0.029321471650299535,0.001060355400278527,0.17123513556014003,nan,
