sample,shoving_setting,axis,observable_type,case,gap_value,multiplicity_bin,multiplicity_bin_text,block,number_of_events,number_of_valid_pairs,numerator
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,0_10,"[0,10)",12,3914,230588,137854.46189
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,10_15,"[10,15)",12,35062,5164296,3149908.98516
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,15_20,"[15,20)",12,80734,22512502,12974305.5444
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,20_25,"[20,25)",12,85514,39367954,20357374.0046
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,25_30,"[25,30)",12,58899,40790936,18268155.9934
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,30_35,"[30,35)",12,30095,29322100,11189753.4597
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,35_40,"[35,40)",12,12611,16468092,5303464.25884
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,40_999,"[40,inf)",12,5671,10397736,2688304.58462
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,0_10,"[0,10)",12,3914,101596,7712.01232321
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,10_15,"[10,15)",12,35062,2054224,198378.522693
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,15_20,"[15,20)",12,80734,9529194,1253360.396
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,20_25,"[20,25)",12,85514,18845866,3089635.79029
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,25_30,"[25,30)",12,58899,22138012,4043193.25765
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,30_35,"[30,35)",12,30095,17433656,3265636.26568
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,35_40,"[35,40)",12,12611,10505142,1907493.11927
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,40_999,"[40,inf)",12,5671,7065782,1140267.96602
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,0_10,"[0,10)",12,3914,19160,12049.3681859
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,10_15,"[10,15)",12,35062,471138,300339.03807
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,15_20,"[15,20)",12,80734,2377706,1418860.40169
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,20_25,"[20,25)",12,85514,4765018,2553382.71524
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,25_30,"[25,30)",12,58899,5591592,2625641.55482
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,30_35,"[30,35)",12,30095,4401630,1794633.67181
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,35_40,"[35,40)",12,12611,2660682,941792.559458
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,40_999,"[40,inf)",12,5671,1803710,530871.937009
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,0_10,"[0,10)",12,3914,4460,1404.01136978
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,10_15,"[10,15)",12,35062,119858,41664.1071187
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,15_20,"[15,20)",12,80734,764652,276088.139667
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,20_25,"[20,25)",12,85514,1926248,689442.353106
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,25_30,"[25,30)",12,58899,2665220,905213.962214
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,30_35,"[30,35)",12,30095,2323446,735960.047639
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,35_40,"[35,40)",12,12611,1500790,434605.121553
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,40_999,"[40,inf)",12,5671,1062094,265055.202978
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,0_10,"[0,10)",12,3914,99210,49986.1263542
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,10_15,"[10,15)",12,35062,1944738,1012994.63931
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,15_20,"[15,20)",12,80734,7887504,3831591.07241
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,20_25,"[20,25)",12,85514,12831882,5317255.23028
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,25_30,"[25,30)",12,58899,12746812,4199144.55062
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,30_35,"[30,35)",12,30095,8924266,2260888.33405
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,35_40,"[35,40)",12,12611,4837562,915151.573123
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,40_999,"[40,inf)",12,5671,2908466,371070.994993
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,0_10,"[0,10)",12,3914,79546,3754.72874535
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,10_15,"[10,15)",12,35062,1553272,95985.7957386
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,15_20,"[15,20)",12,80734,6759448,524924.526225
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,20_25,"[20,25)",12,85514,12366550,1073070.67621
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,25_30,"[25,30)",12,58899,13528736,1166290.26878
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,30_35,"[30,35)",12,30095,10068834,789825.605529
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,35_40,"[35,40)",12,12611,5835476,408572.988326
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,40_999,"[40,inf)",12,5671,3807600,197630.051041
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,0_10,"[0,10)",12,3914,72778,37072.7763312
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,10_15,"[10,15)",12,35062,1287752,681283.838414
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,15_20,"[15,20)",12,80734,4793482,2374372.83605
