sample,shoving_setting,axis,observable_type,case,gap_value,multiplicity_bin,multiplicity_bin_text,block,number_of_events,number_of_valid_pairs,numerator
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,0_10,"[0,10)",11,3912,230794,140716.80688
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,10_15,"[10,15)",11,34997,5155722,3150645.08121
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,15_20,"[15,20)",11,81005,22552996,13003555.6286
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,20_25,"[20,25)",11,85312,39266376,20226195.7606
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,25_30,"[25,30)",11,58664,40612370,18154193.6268
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,30_35,"[30,35)",11,30525,29736134,11314518.043
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,35_40,"[35,40)",11,12415,16202774,5302188.12744
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,40_999,"[40,inf)",11,5670,10401506,2691861.11555
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,0_10,"[0,10)",11,3912,100012,7139.39538909
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,10_15,"[10,15)",11,34997,2056260,194771.424082
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,15_20,"[15,20)",11,81005,9549154,1239800.354
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,20_25,"[20,25)",11,85312,18859858,3105575.31857
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,25_30,"[25,30)",11,58664,22035258,4039814.97827
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,30_35,"[30,35)",11,30525,17720788,3288123.91544
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,35_40,"[35,40)",11,12415,10282628,1838682.19093
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,40_999,"[40,inf)",11,5670,7057140,1109452.19957
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,0_10,"[0,10)",11,3912,18768,12269.4522604
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,10_15,"[10,15)",11,34997,467742,299660.338652
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,15_20,"[15,20)",11,81005,2359386,1410494.42427
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,20_25,"[20,25)",11,85312,4760798,2545407.36429
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,25_30,"[25,30)",11,58664,5564810,2608854.40843
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,30_35,"[30,35)",11,30525,4477478,1827756.86377
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,35_40,"[35,40)",11,12415,2608264,937516.388908
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,40_999,"[40,inf)",11,5670,1818578,530029.652591
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,0_10,"[0,10)",11,3912,4420,1384.90125614
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,10_15,"[10,15)",11,34997,121174,41586.905883
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,15_20,"[15,20)",11,81005,765500,275502.610959
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,20_25,"[20,25)",11,85312,1927988,695694.121352
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,25_30,"[25,30)",11,58664,2653794,905594.116305
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,30_35,"[30,35)",11,30525,2377660,743648.917959
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,35_40,"[35,40)",11,12415,1480000,422535.291766
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,40_999,"[40,inf)",11,5670,1083532,262531.438822
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,0_10,"[0,10)",11,3912,97146,49537.636863
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,10_15,"[10,15)",11,34997,1970804,1031271.12695
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,15_20,"[15,20)",11,81005,7848852,3811116.86141
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,20_25,"[20,25)",11,85312,12864778,5296519.36938
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,25_30,"[25,30)",11,58664,12730060,4193781.43117
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,30_35,"[30,35)",11,30525,8973976,2278042.1325
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,35_40,"[35,40)",11,12415,4746284,918873.190376
