sample,shoving_setting,axis,observable_type,case,gap_value,multiplicity_bin,multiplicity_bin_text,block,number_of_events,number_of_valid_pairs,numerator
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,0_10,"[0,10)",8,3846,226618,136191.597514
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,10_15,"[10,15)",8,35070,5165390,3147010.26711
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,15_20,"[15,20)",8,80622,22470878,12932879.9066
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,20_25,"[20,25)",8,85315,39276364,20243719.0186
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,25_30,"[25,30)",8,58736,40687506,18154957.8066
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,30_35,"[30,35)",8,30562,29796834,11317679.3401
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,35_40,"[35,40)",8,12607,16469734,5279543.4556
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,40_999,"[40,inf)",8,5742,10537516,2663463.77534
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,0_10,"[0,10)",8,3846,99194,7051.10134782
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,10_15,"[10,15)",8,35070,2068146,189042.216116
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,15_20,"[15,20)",8,80622,9555070,1217679.86976
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,20_25,"[20,25)",8,85315,18950000,3025175.44805
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,25_30,"[25,30)",8,58736,22140324,3977565.69775
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,30_35,"[30,35)",8,30562,17818114,3217102.38177
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,35_40,"[35,40)",8,12607,10583640,1829418.77306
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,40_999,"[40,inf)",8,5742,7198122,1102988.21604
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,0_10,"[0,10)",8,3846,18190,11542.4357094
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,10_15,"[10,15)",8,35070,473210,300974.301886
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,15_20,"[15,20)",8,80622,2365828,1410249.21357
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,20_25,"[20,25)",8,85315,4759436,2536861.20261
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,25_30,"[25,30)",8,58736,5557160,2599577.5324
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,30_35,"[30,35)",8,30562,4459540,1808881.7046
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,35_40,"[35,40)",8,12607,2645628,922871.105969
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,40_999,"[40,inf)",8,5742,1819492,525776.713318
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,0_10,"[0,10)",8,3846,4482,1582.04238666
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,10_15,"[10,15)",8,35070,121854,41626.1599803
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,15_20,"[15,20)",8,80622,767468,272026.747062
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,20_25,"[20,25)",8,85315,1934534,678603.844924
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,25_30,"[25,30)",8,58736,2677440,906766.539073
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,30_35,"[30,35)",8,30562,2379470,737249.175897
