sample,shoving_setting,axis,observable_type,case,gap_value,multiplicity_bin,multiplicity_bin_text,block,number_of_events,number_of_valid_pairs,numerator
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,0_10,"[0,10)",12,3883,229588,137547.302138
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,10_15,"[10,15)",12,35038,5164064,3160843.92406
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,15_20,"[15,20)",12,80899,22543898,12975405.812
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,20_25,"[20,25)",12,85457,39334228,20252532.8311
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,25_30,"[25,30)",12,58736,40683618,18074323.1459
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,30_35,"[30,35)",12,30338,29580540,11149790.7266
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,35_40,"[35,40)",12,12474,16277832,5196717.21205
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,inclusive,inclusive,0,40_999,"[40,inf)",12,5675,10381078,2655922.93832
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,0_10,"[0,10)",12,3883,100386,7085.2783243
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,10_15,"[10,15)",12,35038,2059526,191046.393592
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,15_20,"[15,20)",12,80899,9627520,1236870.93813
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,20_25,"[20,25)",12,85457,18985144,3040489.64106
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,25_30,"[25,30)",12,58736,22252224,3998291.11925
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,30_35,"[30,35)",12,30338,17766596,3210753.01113
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,35_40,"[35,40)",12,12474,10436240,1791711.97172
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,inclusive,inclusive,0,40_999,"[40,inf)",12,5675,7080968,1061729.60369
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,0_10,"[0,10)",12,3883,18920,12288.6574949
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,10_15,"[10,15)",12,35038,466704,299168.843516
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,15_20,"[15,20)",12,80899,2368082,1410535.21173
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,20_25,"[20,25)",12,85457,4770408,2541240.9573
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,25_30,"[25,30)",12,58736,5575766,2598657.93704
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,30_35,"[30,35)",12,30338,4437726,1785916.39411
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,35_40,"[35,40)",12,12474,2623590,923122.938331
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,pt_selection,pt_1_to_3_GeV,0,40_999,"[40,inf)",12,5675,1788686,518042.172538
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,0_10,"[0,10)",12,3883,4542,1617.33396673
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,10_15,"[10,15)",12,35038,121208,41469.8725132
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,15_20,"[15,20)",12,80899,773248,276123.858126
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,20_25,"[20,25)",12,85457,1939264,682764.682177
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,25_30,"[25,30)",12,58736,2682790,907740.584149
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,30_35,"[30,35)",12,30338,2367130,730901.27419
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,35_40,"[35,40)",12,12474,1495718,415290.24911
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,40_999,"[40,inf)",12,5675,1075944,249309.676575
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,0_10,"[0,10)",12,3883,98126,49137.800765
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,10_15,"[10,15)",12,35038,1950510,1024714.56056
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,15_20,"[15,20)",12,80899,7845588,3803693.24414
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,20_25,"[20,25)",12,85457,12866260,5326004.52156
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,25_30,"[25,30)",12,58736,12799196,4205678.79428
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,30_35,"[30,35)",12,30338,8951662,2248015.26756
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,35_40,"[35,40)",12,12474,4793484,904210.274744
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,40_999,"[40,inf)",12,5675,2906926,381837.561879
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,0_10,"[0,10)",12,3883,78750,3352.98486746
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,10_15,"[10,15)",12,35038,1555544,90520.1369189
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,15_20,"[15,20)",12,80899,6824334,506114.289706
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,20_25,"[20,25)",12,85457,12462016,1050709.29592
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,25_30,"[25,30)",12,58736,13607164,1144017.19433
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,30_35,"[30,35)",12,30338,10327584,783149.364703
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,35_40,"[35,40)",12,12474,5839916,371893.323427
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,40_999,"[40,inf)",12,5675,3822082,170458.326991
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,0_10,"[0,10)",12,3883,70852,35971.5533387
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,10_15,"[10,15)",12,35038,1289900,688986.383894
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,15_20,"[15,20)",12,80899,4744726,2337470.8578
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,20_25,"[20,25)",12,85457,7121174,2961926.73659
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,25_30,"[25,30)",12,58736,6555008,2097479.48016
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,30_35,"[30,35)",12,30338,4220538,977839.987741
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,35_40,"[35,40)",12,12474,2103062,350018.773954
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p6,1.6,40_999,"[40,inf)",12,5675,1168912,129044.578214
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,0_10,"[0,10)",12,3883,68518,2442.23251401
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,10_15,"[10,15)",12,35038,1335414,65551.7430264
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,15_20,"[15,20)",12,80899,5714666,338481.368586
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,20_25,"[20,25)",12,85457,10109614,638067.147021
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,25_30,"[25,30)",12,58736,10699226,620001.042661
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,30_35,"[30,35)",12,30338,7898280,383410.418052
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,35_40,"[35,40)",12,12474,4350026,162273.9409
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p6,1.6,40_999,"[40,inf)",12,5675,2732874,59188.2867425
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2,0_10,"[0,10)",12,3883,56294,28464.3303084
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2,10_15,"[10,15)",12,35038,956454,509939.121386
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2,15_20,"[15,20)",12,80899,3272668,1595031.38229
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2,20_25,"[20,25)",12,85457,4608696,1871467.95964
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2,25_30,"[25,30)",12,58736,3975934,1212750.05721
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2,30_35,"[30,35)",12,30338,2399766,501941.526512
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2,35_40,"[35,40)",12,12474,1118238,161181.880988
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p0,2,40_999,"[40,inf)",12,5675,583298,54977.328485
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2,0_10,"[0,10)",12,3883,62400,1823.8937122
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2,10_15,"[10,15)",12,35038,1201930,51679.3774842
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2,15_20,"[15,20)",12,80899,5064620,248683.73161
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2,20_25,"[20,25)",12,85457,8802762,440027.03614
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2,25_30,"[25,30)",12,58736,9148790,404771.427087
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2,30_35,"[30,35)",12,30338,6628336,237969.559027
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2,35_40,"[35,40)",12,12474,3571078,92285.2704835
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p0,2,40_999,"[40,inf)",12,5675,2155258,29681.110502
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,0_10,"[0,10)",12,3883,41708,20661.2896935
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,10_15,"[10,15)",12,35038,637366,332642.422045
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,15_20,"[15,20)",12,80899,1978376,927378.651155
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,20_25,"[20,25)",12,85457,2521406,958513.161085
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,25_30,"[25,30)",12,58736,1982522,541212.816923
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,30_35,"[30,35)",12,30338,1090026,185039.189065
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,35_40,"[35,40)",12,12474,469300,50647.7508188
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_2p5,2.5,40_999,"[40,inf)",12,5675,220488,15364.2134977
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,0_10,"[0,10)",12,3883,55164,1188.89316664
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,10_15,"[10,15)",12,35038,1046484,35743.8251453
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,15_20,"[15,20)",12,80899,4329950,156094.027386
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,20_25,"[20,25)",12,85457,7380842,265165.038222
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,25_30,"[25,30)",12,58736,7493986,235070.275421
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,30_35,"[30,35)",12,30338,5268426,133906.292547
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,35_40,"[35,40)",12,12474,2736978,47883.2691946
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_2p5,2.5,40_999,"[40,inf)",12,5675,1536816,12240.9807064
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3,0_10,"[0,10)",12,3883,30624,14809.7255381
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3,10_15,"[10,15)",12,35038,406644,203958.139746
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3,15_20,"[15,20)",12,80899,1137850,498804.220188
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3,20_25,"[20,25)",12,85457,1283752,433817.294941
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3,25_30,"[25,30)",12,58736,914790,207654.192235
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3,30_35,"[30,35)",12,30338,450464,54660.3399504
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3,35_40,"[35,40)",12,12474,176668,11307.1469415
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,beam,rapidity_gap,abs_delta_eta_gt_3p0,3,40_999,"[40,inf)",12,5675,74054,3415.24805715
"Pythia qqbar 200 GeV nominal shoving",nominal_shoving,thrust,rapidity_gap,abs_delta_eta_gt_3p0,3,0_10,"[0,10)",12,3883,48316,713.039252406
