sample,shoving_setting,axis,observable_type,case,gap_value,multiplicity_bin,multiplicity_bin_text,block,number_of_events,number_of_valid_pairs,numerator
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,0_10,"[0,10)",15,4012,237234,143910.033333
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,10_15,"[10,15)",15,35183,5179648,3159932.34192
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,15_20,"[15,20)",15,80904,22547306,13044092.1463
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,20_25,"[20,25)",15,85175,39242970,20296398.8316
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,25_30,"[25,30)",15,58790,40701436,18251646.0508
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,30_35,"[30,35)",15,30374,29579786,11301241.2651
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,35_40,"[35,40)",15,12457,16253640,5241505.45646
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,inclusive,inclusive,0,40_999,"[40,inf)",15,5605,10267502,2666827.12973
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,0_10,"[0,10)",15,4012,101594,8024.3303802
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,10_15,"[10,15)",15,35183,2063510,195369.297499
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,15_20,"[15,20)",15,80904,9534628,1258274.31301
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,20_25,"[20,25)",15,85175,18833356,3107172.55322
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,25_30,"[25,30)",15,58790,22039102,4046858.81549
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,30_35,"[30,35)",15,30374,17641742,3269795.87171
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,35_40,"[35,40)",15,12457,10370316,1876472.1999
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,inclusive,inclusive,0,40_999,"[40,inf)",15,5605,6974680,1107066.82525
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,0_10,"[0,10)",15,4012,18386,11895.4660544
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,10_15,"[10,15)",15,35183,469520,300065.516692
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,15_20,"[15,20)",15,80904,2368000,1417794.13062
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,20_25,"[20,25)",15,85175,4764686,2554011.53902
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,25_30,"[25,30)",15,58790,5579360,2623499.21674
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,30_35,"[30,35)",15,30374,4439386,1810986.18413
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,35_40,"[35,40)",15,12457,2619628,924769.882648
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,pt_selection,pt_1_to_3_GeV,0,40_999,"[40,inf)",15,5605,1784924,525824.815468
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,0_10,"[0,10)",15,4012,4628,1444.13429156
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,10_15,"[10,15)",15,35183,122890,41972.7283492
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,15_20,"[15,20)",15,80904,768330,278690.750071
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,20_25,"[20,25)",15,85175,1931816,691148.170896
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,25_30,"[25,30)",15,58790,2655438,905232.835338
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,30_35,"[30,35)",15,30374,2357172,740625.522792
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,35_40,"[35,40)",15,12457,1493966,427150.408578
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,pt_selection,pt_1_to_3_GeV,0,40_999,"[40,inf)",15,5605,1070242,259867.714182
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,0_10,"[0,10)",15,4012,99420,50201.2765951
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,10_15,"[10,15)",15,35183,1967754,1032490.5118
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,15_20,"[15,20)",15,80904,7821148,3817289.79821
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,20_25,"[20,25)",15,85175,12844386,5316802.31302
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,25_30,"[25,30)",15,58790,12709952,4198969.70573
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,30_35,"[30,35)",15,30374,8940330,2282072.84738
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,35_40,"[35,40)",15,12457,4774730,906691.421775
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,beam,rapidity_gap,abs_delta_eta_gt_1p0,1,40_999,"[40,inf)",15,5605,2896650,375227.527017
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,0_10,"[0,10)",15,4012,79818,4209.93320522
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,10_15,"[10,15)",15,35183,1559732,93676.9849919
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,15_20,"[15,20)",15,80904,6752070,520116.439605
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,20_25,"[20,25)",15,85175,12364830,1081441.57792
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,25_30,"[25,30)",15,58790,13462084,1177140.4316
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,30_35,"[30,35)",15,30374,10215718,787755.335422
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,35_40,"[35,40)",15,12457,5781438,387643.303193
"Pythia qqbar 200 GeV enhanced shoving",enhanced_shoving,thrust,rapidity_gap,abs_delta_eta_gt_1p0,1,40_999,"[40,inf)",15,5605,3768602,183571.411338
